ESTADO,MUNICíPIO,VOTOS VALIDOS,VOTOS VALIDOS PERCENTUAL,VOTOS BRANCOS,VOTOS BRANCOS PERCENTUAL,VOTOS NULOS,VOTOS NULOS PERCENTUAL,ABSTENÇÕES,ABSTENÇÕES PERCENTUAL
PR,Nossa Senhora das Graças,2449,99.98999999999998,31,1.22,58,2.29,524,17.11
PR,Nova Aliança do Ivaí,1185,100.00000000000001,8,0.66,20,1.65,231,16.00
PR,Nova América da Colina,2557,100.0,31,1.17,61,2.30,447,14.44
PR,Nova Aurora,8012,99.99999999999999,99,1.20,138,1.67,1863,18.42
PR,Nova Cantu,4621,99.99,37,0.78,95,2.00,1141,19.36
PR,Nova Esperança,15312,100.00000000000001,222,1.40,341,2.15,5115,24.37
PR,Nova Esperança do Sudoeste,3921,100.00000000000001,50,1.25,34,0.85,652,14.00
PR,Nova Fátima,4597,100.00999999999999,78,1.63,106,2.22,1604,25.12
PR,Nova Laranjeiras,6303,99.98999999999998,55,0.85,91,1.41,1544,19.32
PR,Nova Londrina,7324,99.99000000000004,91,1.20,172,2.27,3005,28.37
PR,Nova Olímpia,3807,100.01,43,1.09,76,1.94,967,19.76
PR,Nova Prata do Iguaçu,6992,100.0,74,1.04,68,0.95,1477,17.15
PR,Nova Santa Bárbara,2743,99.99000000000002,49,1.72,61,2.14,747,20.75
PR,Nova Santa Rosa,5844,99.99999999999999,36,0.61,47,0.79,970,14.06
PR,Nova Tebas,4549,100.0,52,1.11,72,1.54,1080,18.77
PR,Novo Itacolomi,2313,99.99000000000002,36,1.50,52,2.17,394,14.10
PR,Ortigueira,13957,100.0,207,1.42,342,2.36,4501,23.68
PR,Ourizona,2228,99.99,29,1.25,65,2.80,534,18.70
PR,Ouro Verde do Oeste,3920,100.0,42,1.04,90,2.22,887,17.96
PR,Paiçandu,21935,99.99999999999999,494,2.15,616,2.67,5970,20.58
PR,Palmas,23262,100.01000000000002,428,1.78,388,1.61,8081,25.13
PR,Palmeira,21260,100.00000000000003,461,2.07,522,2.35,4330,16.29
PR,Palmital,8278,99.99,65,0.76,151,1.78,2375,21.85
PR,Palotina,19484,100.00999999999999,200,1.00,276,1.38,4998,20.03
PR,Paraíso do Norte,7709,99.99000000000001,97,1.22,144,1.81,2008,20.16
PR,Paranacity,5785,99.99999999999997,65,1.09,144,2.40,1881,23.89
PR,Paranaguá,82616,99.99,1365,1.60,1594,1.86,19874,18.85
PR,Paranapoema,1717,100.0,14,0.79,32,1.82,318,15.28
PR,Paranavaí,49102,100.00000000000003,682,1.34,1074,2.11,13082,20.46
PR,Pato Bragado,3691,100.00999999999999,25,0.66,42,1.12,673,15.19
PR,Pato Branco,50402,99.99,633,1.22,731,1.41,13330,20.48
PR,Paula Freitas,3571,100.0,63,1.69,89,2.39,783,17.38
PR,Paulo Frontin,4462,99.99,130,2.76,123,2.61,813,14.71
PR,Peabiru,7820,99.99999999999999,121,1.49,202,2.48,2431,22.99
PR,Perobal,4152,99.99999999999999,58,1.35,100,2.32,1062,19.77
PR,Pérola,6973,100.00000000000001,123,1.70,144,1.99,2078,22.30
PR,Pérola D'Oeste,4270,100.00999999999999,38,0.87,71,1.62,1002,18.62
PR,Piên,8378,99.97999999999999,181,2.07,200,2.28,1245,12.45
PR,Pinhais,74124,100.00000000000001,1377,1.78,1809,2.34,17534,18.49
PR,Pinhal de São Bento,1905,99.99,15,0.77,19,0.98,273,12.34
PR,Pinhalão,4276,99.99999999999999,65,1.46,110,2.47,1046,19.03
PR,Pinhão,17421,100.00999999999998,296,1.64,401,2.21,5629,23.70
PR,Piraí do Sul,14285,100.01000000000003,469,3.09,406,2.68,3665,19.47
PR,Piraquara,52701,99.99000000000002,1158,2.10,1377,2.49,14222,20.48
PR,Pitanga,20233,99.98000000000003,285,1.36,404,1.93,6229,22.94
PR,Pitangueiras,1991,100.00999999999999,33,1.60,39,1.89,537,20.65
PR,Planaltina do Paraná,2604,100.00000000000001,24,0.90,57,2.12,510,15.96
PR,Planalto,8308,100.0,77,0.91,120,1.41,2159,20.25
PR,Ponta Grossa,197869,99.99,4132,1.99,4980,2.41,45549,18.04
PR,Pontal do Paraná,15629,99.99000000000002,222,1.38,304,1.88,5107,24.02
PR,Porecatu,7403,100.00000000000001,91,1.19,157,2.05,2147,21.91
PR,Porto Amazonas,2936,99.98,79,2.56,77,2.49,685,18.14
PR,Porto Barreiro,2555,100.01000000000002,20,0.76,33,1.27,501,16.11
PR,Porto Rico,2103,100.0,14,0.65,38,1.76,403,15.75
PR,Porto Vitória,2444,100.0,48,1.88,57,2.24,602,19.11
PR,Prado Ferreira,2523,100.00000000000001,17,0.66,48,1.85,554,17.63
PR,Pranchita,3802,100.01000000000002,34,0.87,71,1.82,720,15.56
PR,Presidente Castelo Branco,3049,99.99999999999999,34,1.08,72,2.28,869,21.60
PR,Primeiro de Maio,6814,100.00000000000003,95,1.34,156,2.21,1705,19.44
PR,Prudentópolis,30313,99.99,649,2.05,726,2.29,7055,18.21
PR,Quarto Centenário,2820,100.02000000000001,30,1.04,36,1.25,769,21.04
PR,Quatiguá,5150,100.00999999999999,85,1.58,138,2.57,1287,19.32
PR,Quatro Barras,13270,100.02000000000002,222,1.60,371,2.68,2848,17.04
PR,Quatro Pontes,3217,100.0,23,0.70,39,1.19,517,13.62
PR,Quedas do Iguaçu,17935,100.01000000000002,200,1.08,327,1.77,6152,24.99
PR,Querência do Norte,6379,100.00999999999999,53,0.81,116,1.77,1307,16.64
PR,Quinta do Sol,3321,100.0,40,1.17,62,1.81,943,21.60
PR,Quitandinha,10953,99.99,249,2.17,279,2.43,1993,14.79
PR,Ramilândia,2685,100.00000000000001,22,0.79,45,1.64,845,23.49
PR,Rancho Alegre,2432,100.0,23,0.91,71,2.81,596,19.09
PR,Rancho Alegre D'Oeste,1828,99.98999999999998,24,1.27,37,1.96,531,21.94
PR,Realeza,11259,100.00000000000001,118,1.02,196,1.69,3208,21.70
PR,Rebouças,9681,99.99000000000002,204,2.02,219,2.17,1811,15.20
PR,Renascença,4268,99.99000000000001,40,0.91,75,1.71,876,16.66
PR,Reserva,14982,100.00000000000001,260,1.66,423,2.70,4835,23.59
PR,Reserva do Iguaçu,4054,100.01,53,1.27,74,1.77,1200,22.30
PR,Ribeirão Claro,7099,99.99000000000001,121,1.62,243,3.26,2311,23.64
PR,Ribeirão do Pinhal,7668,99.99000000000002,105,1.32,193,2.42,2461,23.60
PR,Rio Azul,9021,99.99999999999999,193,2.03,272,2.87,1396,12.83
PR,Rio Bom,2315,100.0,39,1.61,61,2.53,554,18.66
PR,Rio Bonito do Iguaçu,8845,100.0,82,0.91,96,1.06,2015,18.26
PR,Rio Branco do Ivaí,2565,100.00999999999999,32,1.20,77,2.88,908,25.35
PR,Rio Branco do Sul,21215,99.99,369,1.68,416,1.89,4383,16.61
PR,Rio Negro,18506,100.00999999999999,448,2.32,423,2.18,4510,18.88
PR,Rolândia,37220,100.00999999999999,841,2.15,1063,2.72,10102,20.52
PR,Roncador,6711,100.00000000000003,96,1.37,188,2.69,1682,19.38
PR,Rondon,5681,99.99999999999999,65,1.11,127,2.16,1548,20.86
PR,Rosário do Ivaí,3461,100.0,51,1.41,100,2.77,1335,26.99
PR,Sabáudia,4849,99.99999999999999,79,1.55,146,2.88,985,16.26
PR,Salgado Filho,2883,100.00000000000001,54,1.80,55,1.84,568,15.96
PR,Salto do Itararé,3277,100.0,64,1.86,108,3.13,840,19.58
PR,Salto do Lontra,8959,100.00000000000003,88,0.96,121,1.32,1996,17.88
PR,Santa Amélia,2349,100.01000000000002,32,1.31,60,2.46,602,19.78
PR,Santa Cecília do Pavão,2360,99.98,26,1.05,83,3.36,602,19.60
PR,Santa Cruz de Monte Castelo,5175,100.0,72,1.34,128,2.38,1043,16.25
PR,Santa Fé,6949,99.98,93,1.29,142,1.98,1753,19.62
PR,Santa Helena,16678,100.0,146,0.85,292,1.71,4143,19.49
PR,Santa Inês,1400,99.99999999999999,7,0.49,23,1.61,272,15.98
PR,Santa Isabel do Ivaí,5348,100.0,75,1.35,122,2.20,1374,19.86
PR,Santa Izabel do Oeste,7208,99.99000000000002,80,1.08,120,1.62,1771,19.29
PR,Santa Lúcia,2555,99.99000000000001,23,0.88,37,1.41,691,20.90
PR,Santa Maria do Oeste,6294,99.99999999999999,68,1.05,122,1.88,2303,26.21
PR,Santa Mariana,6954,99.99999999999999,145,1.99,184,2.53,2198,23.18
PR,Santa Mônica,2144,100.0,18,0.82,30,1.37,518,19.11
PR,Santa Tereza do Oeste,7345,99.99999999999999,97,1.28,139,1.83,1838,19.51
PR,Santa Terezinha de Itaipu,14385,100.00000000000001,147,0.99,274,1.85,3147,17.53
PR,Santana do Itararé,3388,100.0,87,2.44,91,2.55,910,20.33
PR,Santo Antônio da Platina,24604,100.00999999999999,527,2.05,599,2.33,6875,21.09
PR,Santo Antonio do Caiuá,1795,100.01000000000002,21,1.13,41,2.21,484,20.67
PR,Santo Antônio do Paraíso,1724,100.0,22,1.24,26,1.47,338,16.02
PR,Santo Antônio do Sudoeste,12070,99.99000000000002,115,0.93,203,1.64,2588,17.28
PR,Santo Inácio,3718,100.0,27,0.70,79,2.07,725,15.94
PR,São Carlos do Ivaí,4196,99.99999999999999,58,1.33,96,2.21,1019,18.98
PR,São Jerônimo da Serra,6138,99.99000000000001,96,1.49,205,3.18,1998,23.68
PR,São João,7253,100.0,95,1.26,142,1.90,1487,16.56
PR,São João do Caiuá,3657,99.99999999999999,47,1.24,77,2.04,1075,22.14
PR,São João do Ivaí,6702,99.99000000000001,92,1.32,168,2.41,2064,22.87
PR,São João do Triunfo,9065,100.01,281,2.95,192,2.01,1716,15.25
PR,São Jorge D'Oeste,6590,100.00000000000001,81,1.19,107,1.58,1087,13.82
PR,São Jorge do Ivaí,3729,99.98999999999998,36,0.94,74,1.93,953,19.89
PR,São Jorge do Patrocínio,4013,99.99,46,1.11,74,1.79,1003,19.53
PR,São José da Boa Vista,3548,100.0,55,1.48,116,3.12,893,19.36
PR,São José das Palmeiras,2638,99.99,38,1.39,60,2.19,577,17.42
PR,São José dos Pinhais,165009,100.00000000000001,3305,1.92,4216,2.44,39688,18.70
PR,São Manoel do Paraná,1555,99.99,20,1.23,41,2.54,354,17.97
PR,São Mateus do Sul,26709,100.01000000000002,651,2.33,580,2.08,5808,17.21
PR,São Miguel do Iguaçu,17289,100.0,145,0.82,265,1.50,5030,22.13
PR,São Pedro do Iguaçu,3870,100.0,40,1.00,99,2.47,1033,20.49
PR,São Pedro do Ivaí,5333,100.00000000000001,89,1.60,149,2.67,1418,20.29
PR,São Pedro do Paraná,1961,100.0,16,0.79,42,2.08,398,16.47
PR,São Sebastião da Amoreira,5161,99.99999999999999,67,1.25,125,2.34,1377,20.46
PR,São Tomé,3631,100.01,50,1.33,88,2.33,827,17.99
PR,Sapopema,3989,100.0,67,1.61,107,2.57,1205,22.45
PR,Sarandi,50921,99.99000000000001,1061,1.99,1299,2.44,15272,22.28
PR,Saudade do Iguaçu,4176,99.98999999999998,44,1.03,61,1.42,954,18.22
PR,Sengés,10155,100.00999999999999,207,1.93,384,3.57,2887,21.18
PR,Serranópolis do Iguaçu,3554,100.01,37,1.02,60,1.64,730,16.66
PR,Sertaneja,3813,100.00000000000001,45,1.13,98,2.48,816,17.10
PR,Sertanópolis,10265,100.0,152,1.43,215,2.02,2475,18.88
PR,Siqueira Campos,11847,100.0,215,1.72,456,3.64,3461,21.66
PR,Sulina,2314,100.00999999999999,27,1.14,43,1.80,429,15.25
PR,Tamarana,6286,100.0,96,1.47,128,1.97,1860,22.22
PR,Tamboara,3113,99.99000000000001,36,1.10,135,4.11,798,19.55
PR,Tapejara,9083,100.01000000000002,135,1.44,203,2.15,2950,23.85
PR,Tapira,3632,100.0,43,1.14,85,2.26,990,20.84
PR,Teixeira Soares,6255,100.01,98,1.51,125,1.93,1362,17.37
PR,Telêmaco Borba,40291,100.0,830,1.98,888,2.11,8712,17.18
PR,Terra Boa,10242,100.00999999999999,174,1.63,247,2.32,2647,19.89
PR,Terra Rica,8882,100.00000000000001,105,1.14,225,2.44,2736,22.90
PR,Terra Roxa,10572,100.02000000000001,118,1.08,187,1.72,2558,19.04
PR,Tibagi,11038,99.99999999999999,234,2.04,235,2.04,3007,20.72
PR,Tijucas do Sul,9451,99.99000000000001,210,2.12,225,2.28,2086,17.42
PR,Toledo,83218,100.01,1020,1.18,1601,1.87,18844,18.00
PR,Tomazina,4966,99.99,70,1.36,148,2.85,1289,19.91
PR,Três Barras do Paraná,7262,100.01000000000002,86,1.15,140,1.87,1686,18.38
PR,Tunas do Paraná,3982,100.01,66,1.59,109,2.62,1109,21.06
PR,Tuneiras do Oeste,5050,100.01999999999997,58,1.11,124,2.37,1687,24.38
PR,Tupãssi,5010,100.0,62,1.20,85,1.65,831,13.88
PR,Turvo,9174,100.0,124,1.31,175,1.85,2133,18.38
PR,Ubiratã,14801,100.01,185,1.21,248,1.63,4303,22.02
PR,Umuarama,62205,100.01,813,1.26,1172,1.83,17127,21.06
PR,União da Vitória,30542,100.00999999999999,657,2.06,673,2.11,8495,21.04
PR,Uniflor,1750,100.01,16,0.90,20,1.12,337,15.87
PR,Uraí,6755,100.0,99,1.41,177,2.52,1555,18.11
PR,Ventania,5843,100.00999999999998,147,2.39,144,2.35,1152,15.81
PR,Vera Cruz do Oeste,5214,100.02000000000001,51,0.94,126,2.34,1535,22.16
PR,Verê,5785,99.99999999999999,76,1.28,85,1.43,1075,15.31
PR,Virmond,2823,100.01000000000002,34,1.17,56,1.92,579,16.58
PR,Vitorino,4385,99.98999999999998,40,0.89,69,1.54,1226,21.43
PR,Wenceslau Braz,10830,100.00000000000001,209,1.85,302,2.66,3338,22.74
PR,Xambrê,4120,99.99999999999997,48,1.13,63,1.49,988,18.93
RJ,Angra dos Reis,97789,100.00000000000001,1558,1.53,2419,2.38,31316,23.53
RJ,Aperibé,7691,99.99000000000004,118,1.48,178,2.23,1717,17.69
RJ,Araruama,75536,100.03,1299,1.65,2093,2.65,24954,24.02
RJ,Areal,7623,100.00000000000001,125,1.58,175,2.21,1880,19.18
RJ,Armação dos Búzios,24457,99.99999999999999,319,1.26,420,1.67,7564,23.09
RJ,Arraial do Cabo,23565,99.99,259,1.07,409,1.69,8718,26.46
RJ,Barra Mansa,102987,100.0,1803,1.67,3178,2.94,27910,20.54
RJ,Barra do Piraí,52042,100.00999999999999,948,1.74,1356,2.50,16068,22.82
RJ,Belford Roxo,251334,99.98999999999998,4665,1.77,7382,2.80,75083,22.18
RJ,Bom Jardim,16106,100.01000000000002,345,2.01,752,4.37,5134,22.98
RJ,Bom Jesus do Itabapoana,22471,99.98,264,1.14,442,1.91,7139,23.55
RJ,Cabo Frio,121532,99.99999999999999,1708,1.35,2771,2.20,37985,23.16
RJ,Cachoeiras de Macacu,33892,100.01000000000002,591,1.67,866,2.45,10334,22.62
RJ,Cambuci,9489,99.99000000000001,98,1.01,183,1.87,2539,20.63
RJ,Campos dos Goytacazes,274762,99.99999999999999,5712,1.97,8369,2.90,81197,21.94
RJ,Cantagalo,11983,100.0,229,1.82,384,3.05,3376,21.14
RJ,Carapebus,9758,100.0,145,1.44,174,1.73,2758,21.49
RJ,Cardoso Moreira,8694,100.00000000000001,106,1.18,164,1.83,3140,25.94
RJ,Carmo,11248,100.00999999999999,135,1.14,371,3.16,2962,20.13
RJ,Casimiro de Abreu,25018,100.0,298,1.15,581,2.24,7907,23.39
RJ,Comendador Levy Gasparian,6566,100.01,76,1.12,137,2.02,1321,16.31
RJ,Conceição de Macabu,13180,100.02,240,1.74,362,2.63,4034,22.64
RJ,Cordeiro,13064,100.01000000000002,196,1.43,425,3.11,3505,20.39
RJ,Duas Barras,7652,99.98,108,1.34,288,3.58,1932,19.36
RJ,Duque de Caxias,503980,99.99999999999999,9071,1.72,16705,3.15,141808,21.12
RJ,Engenheiro Paulo de Frontin,8702,99.99,117,1.30,185,2.05,2061,18.63
RJ,Guapimirim,31864,100.01,460,1.40,678,2.05,9159,21.72
RJ,Iguaba Grande,20153,99.99000000000001,246,1.18,431,2.07,6207,22.96
RJ,Itaboraí,132507,100.0,2433,1.76,3464,2.50,37751,21.43
RJ,Itaguaí,71261,99.99,1274,1.72,1777,2.39,20237,21.40
RJ,Italva,8557,100.0,96,1.09,174,1.97,2875,24.57
RJ,Itaocara,15208,100.01000000000002,267,1.68,434,2.73,4304,21.29
RJ,Itaperuna,55845,100.00000000000001,842,1.45,1072,1.86,17626,23.38
RJ,Itatiaia,19409,100.01,314,1.56,398,1.98,5738,22.19
RJ,Japeri,56120,99.99,1117,1.90,1548,2.63,16413,21.83
RJ,Laje do Muriaé,5482,99.98999999999998,81,1.43,127,2.23,1679,22.78
RJ,Macaé,126914,100.01000000000002,2321,1.75,3267,2.47,41472,23.84
RJ,Macuco,5602,100.0,85,1.45,181,3.08,1267,17.76
RJ,Magé,148905,99.99,2547,1.64,3771,2.43,42108,21.34
RJ,Mangaratiba,28456,100.02,355,1.21,564,1.92,9942,25.29
RJ,Maricá,110499,99.99999999999997,1370,1.19,2511,2.20,29476,20.49
RJ,Mendes,11692,100.01000000000002,187,1.53,379,3.09,3497,22.20
RJ,Mesquita,104066,100.0,1699,1.57,2859,2.63,27547,20.23
RJ,Miguel Pereira,17978,100.00999999999999,251,1.35,445,2.38,5330,22.20
RJ,Miracema,16566,99.98,257,1.48,551,3.17,5259,23.24
RJ,Natividade,9477,99.99,137,1.38,333,3.35,2880,22.45
RJ,Nilópolis,100568,100.00999999999999,1504,1.43,2592,2.48,26188,20.01
RJ,Niterói,316544,99.99,4004,1.22,7040,2.15,78326,19.30
RJ,Nova Friburgo,112758,100.00999999999998,2226,1.86,4491,3.76,35596,22.95
RJ,Nova Iguaçu,460793,99.98,8749,1.81,15642,3.22,126247,20.65
RJ,Paracambi,25677,99.99000000000002,387,1.45,713,2.66,7111,20.98
RJ,Paraíba do Sul,25224,100.00000000000003,508,1.91,787,2.97,7910,22.97
RJ,Paraty,24213,99.98,367,1.46,519,2.07,7515,23.04
RJ,Paty do Alferes,17599,99.99000000000002,275,1.51,356,1.95,5072,21.77
RJ,Petrópolis,176182,99.99999999999999,3538,1.91,5677,3.06,58471,23.98
RJ,Pinheiral,14021,100.00000000000001,198,1.37,273,1.88,3584,19.83
RJ,Piraí,17380,100.01,252,1.40,430,2.38,4878,21.26
RJ,Porciúncula,10127,100.02000000000001,163,1.54,345,3.24,3796,26.30
RJ,Porto Real,13816,100.02000000000001,188,1.31,335,2.34,3366,19.01
RJ,Quatis,8431,99.97,154,1.76,207,2.35,2050,18.91
RJ,Queimados,76935,100.0,1338,1.66,2087,2.60,13896,14.74
RJ,Quissamã,14445,99.99000000000001,226,1.51,263,1.76,4177,21.86
RJ,Resende,71702,100.0,1281,1.71,1862,2.49,21778,22.54
RJ,Rio Bonito,34767,99.99000000000001,559,1.54,962,2.65,8965,19.81
RJ,Rio Claro,11593,100.02,190,1.57,312,2.58,3614,23.01
RJ,Rio das Flores,6390,100.00999999999998,78,1.18,151,2.28,1968,22.92
RJ,Rio das Ostras,70128,100.0,979,1.34,1813,2.49,19315,20.94
RJ,Rio de Janeiro,3608284,99.99999999999999,59815,1.58,124348,3.28,1210401,24.19
RJ,Santa Maria Madalena,6702,100.00000000000001,97,1.38,244,3.46,1968,21.84
RJ,Santo Antônio de Pádua,24189,100.00999999999999,353,1.40,635,2.52,8053,24.23
RJ,São Fidélis,22924,99.98999999999998,358,1.50,479,2.02,8135,25.50
RJ,São Francisco de Itabapoana,27215,100.0,594,2.09,599,2.11,10364,26.73
RJ,São Gonçalo,492221,100.0,8852,1.71,17591,3.39,151117,22.56
RJ,São João da Barra,29252,99.99,561,1.83,840,2.74,7588,19.84
RJ,São João de Meriti,275807,99.99999999999999,4856,1.67,8995,3.11,87253,23.15
RJ,São José de Ubá,5727,99.97999999999999,81,1.37,132,2.22,1411,19.19
RJ,São José do Vale do Rio Preto,12503,100.01000000000002,180,1.39,265,2.05,4026,23.72
RJ,São Pedro da Aldeia,52149,100.00999999999999,733,1.36,1030,1.91,15359,22.17
RJ,São Sebastião do Alto,6046,100.00000000000001,72,1.14,186,2.95,1439,18.58
RJ,Sapucaia,12394,100.00999999999998,187,1.45,367,2.83,3646,21.97
RJ,Saquarema,53881,100.01000000000002,794,1.41,1596,2.84,17206,23.42
RJ,Seropédica,44160,100.01,683,1.49,1074,2.34,11992,20.71
RJ,Silva Jardim,14303,100.0,220,1.48,347,2.33,4705,24.04
RJ,Sumidouro,10820,100.02,220,1.94,270,2.39,3200,22.05
RJ,Tanguá,19854,100.01,323,1.57,411,2.00,4820,18.97
RJ,Teresópolis,95224,100.0,1782,1.78,3017,3.02,29513,22.78
RJ,Trajano de Moraes,6769,99.99000000000001,104,1.46,253,3.55,1607,18.40
RJ,Três Rios,47359,100.0,879,1.78,1151,2.33,13681,21.69
RJ,Valença,40603,100.00999999999999,793,1.86,1288,3.02,15039,26.05
RJ,Varre-Sai,6432,100.0,107,1.58,238,3.51,1881,21.73
RJ,Vassouras,22339,99.99000000000001,416,1.78,602,2.58,7424,24.12
RJ,Volta Redonda,172545,100.01,2677,1.49,4465,2.48,46133,20.43
RN,Acari,7107,100.0,84,1.13,224,3.02,1789,19.44
RN,Assú,34392,100.02000000000001,451,1.26,926,2.59,7629,17.58
RN,Afonso Bezerra,7697,100.0,86,1.07,200,2.51,1858,18.88
RN,Água Nova,2250,99.99000000000002,29,1.25,54,2.31,447,16.08
RN,Alexandria,8818,100.0,66,0.72,236,2.59,2135,18.97
RN,Almino Afonso,4159,99.99000000000001,60,1.39,94,2.18,812,15.84
RN,Alto do Rodrigues,8931,100.0,85,0.92,166,1.81,2163,19.07
RN,Angicos,7868,100.00000000000001,104,1.27,205,2.51,1662,16.89
RN,Antônio Martins,4672,100.00999999999998,69,1.42,115,2.37,797,14.10
RN,Apodi,23749,100.0,422,1.70,592,2.39,4134,14.31
RN,Areia Branca,16260,99.99,255,1.50,591,3.45,4151,19.53
RN,Arês,8771,99.98999999999998,129,1.41,286,3.11,1736,15.89
RN,Campo Grande,6802,99.98,102,1.44,186,2.62,1423,16.72
RN,Baía Formosa,5423,99.99999999999999,73,1.29,159,2.81,1460,20.52
RN,Baraúna,16248,100.01,209,1.24,411,2.44,3686,17.93
RN,Barcelona,3642,100.0,28,0.75,93,2.47,865,18.69
RN,Bento Fernandes,3918,99.99000000000001,31,0.77,96,2.37,762,15.85
RN,Bodó,2631,100.01000000000002,35,1.27,101,3.65,823,22.92
RN,Bom Jesus,6816,100.0,71,1.01,163,2.31,1643,18.90
RN,Brejinho,7574,99.97999999999999,118,1.49,262,3.29,2101,20.90
RN,Caiçara do Norte,4139,99.99,53,1.24,109,2.53,875,16.90
RN,Caiçara do Rio do Vento,3059,100.0,27,0.85,59,1.88,515,14.07
RN,Caicó,35807,100.0,456,1.22,902,2.43,7340,16.49
RN,Campo Redondo,6548,100.00999999999999,71,1.05,191,2.80,1427,17.32
RN,Canguaretama,18296,100.01000000000002,222,1.16,591,3.09,4889,20.37
RN,Caraúbas,14929,99.99,232,1.50,299,1.93,3509,18.50
RN,Carnaúba dos Dantas,4663,99.99000000000001,92,1.84,243,4.86,980,16.39
RN,Carnaubais,6945,99.99000000000002,95,1.32,182,2.52,1496,17.16
RN,Ceará-Mirim,44868,100.0,583,1.25,1102,2.37,9820,17.42
RN,Cerro Corá,6772,100.01,88,1.23,256,3.60,2032,22.21
RN,Coronel Ezequiel,3484,100.02000000000001,62,1.69,129,3.51,1079,22.70
RN,Coronel João Pessoa,3100,100.00000000000001,34,1.05,116,3.57,760,18.95
RN,Cruzeta,5226,99.98999999999998,86,1.57,145,2.66,1316,19.43
RN,Currais Novos,24111,100.00000000000001,340,1.35,820,3.24,6370,20.13
RN,Doutor Severiano,4782,100.0,43,0.87,102,2.07,959,16.29
RN,Encanto,3822,100.01,35,0.88,116,2.92,743,15.75
RN,Equador,3642,100.00999999999998,57,1.48,154,4.00,776,16.76
RN,Espírito Santo,5746,100.00999999999998,98,1.63,176,2.92,1514,20.10
RN,Extremoz,22870,100.00999999999999,238,1.00,607,2.56,4286,15.31
RN,Felipe Guerra,5688,100.00999999999998,56,0.96,89,1.53,827,12.42
RN,Fernando Pedroza,2596,100.0,31,1.15,66,2.45,438,13.99
RN,Florânia,6522,100.01,47,0.70,177,2.62,1308,16.24
RN,Francisco Dantas,2219,100.00999999999999,17,0.74,66,2.87,474,17.07
RN,Frutuoso Gomes,3246,99.99000000000001,39,1.17,48,1.44,734,18.05
RN,Galinhos,2081,100.0,15,0.69,65,3.01,392,15.35
RN,Goianinha,16449,100.01,275,1.59,549,3.18,3771,17.92
RN,Governador Dix-Sept Rosado,9387,100.0,194,1.96,292,2.96,2005,16.88
RN,Grossos,7249,100.00000000000003,123,1.62,188,2.49,1195,13.65
RN,Guamaré,11724,100.00000000000001,150,1.24,261,2.15,3109,20.39
RN,Ielmo Marinho,8785,100.0,94,1.04,198,2.18,1888,17.22
RN,Ipanguaçu,10032,100.00000000000001,100,0.96,199,1.93,2245,17.85
RN,Ipueira,1692,100.01000000000002,15,0.87,23,1.33,266,13.33
RN,Itajá,5135,100.00999999999998,61,1.15,124,2.33,1252,19.05
RN,Itaú,3915,100.0,43,1.06,102,2.51,852,17.35
RN,Jaçanã,4684,99.99000000000001,48,0.98,160,3.27,1143,18.94
RN,Jandaíra,4638,99.98999999999998,49,1.02,132,2.74,801,14.25
RN,Janduís,3471,100.01000000000002,40,1.12,82,2.28,744,17.15
RN,Boa Saúde,5839,100.00999999999998,98,1.58,266,4.29,1293,17.25
RN,Japi,4261,99.98999999999998,35,0.78,140,3.16,1080,19.58
RN,Jardim de Angicos,2383,100.0,20,0.81,58,2.36,380,13.38
RN,Jardim de Piranhas,8622,100.0,95,1.07,155,1.75,1613,15.38
RN,Jardim do Seridó,7990,100.00000000000001,151,1.79,322,3.80,1498,15.04
RN,João Câmara,20492,99.98,278,1.31,538,2.52,4103,16.15
RN,João Dias,2365,100.0,23,0.93,96,3.86,655,20.87
RN,José da Penha,4073,99.98999999999998,57,1.35,106,2.50,960,18.48
RN,Jucurutu,12173,100.0,136,1.07,328,2.60,2412,16.03
RN,Jundiá,3328,99.99999999999999,54,1.56,89,2.56,751,17.79
RN,Lagoa Nova,9225,100.0,127,1.32,264,2.75,2585,21.19
RN,Lagoa Salgada,7129,100.0,116,1.54,273,3.63,1801,19.33
RN,Lagoa D'Anta,4413,100.0,44,0.95,153,3.32,1063,18.74
RN,Lagoa de Pedras,5637,99.99,82,1.38,223,3.75,1409,19.17
RN,Lagoa de Velhos,2500,100.00000000000001,23,0.89,80,3.07,588,18.43
RN,Lajes,6969,99.99000000000001,64,0.88,180,2.50,1603,18.18
RN,Lajes Pintadas,4095,100.00000000000001,57,1.34,121,2.83,799,15.75
RN,Lucrécia,2821,100.0,24,0.83,45,1.56,469,13.96
RN,Luís Gomes,5535,100.00999999999998,78,1.34,192,3.31,1618,21.80
RN,Macaíba,41558,99.99000000000001,537,1.24,1271,2.93,8949,17.11
RN,Macau,16862,100.01000000000002,195,1.12,391,2.24,4882,21.86
RN,Major Sales,2484,100.00000000000001,20,0.78,49,1.92,513,16.73
