ESTADO,MUNICíPIO,VOTOS VALIDOS,VOTOS VALIDOS PERCENTUAL,VOTOS BRANCOS,VOTOS BRANCOS PERCENTUAL,VOTOS NULOS,VOTOS NULOS PERCENTUAL,ABSTENÇÕES,ABSTENÇÕES PERCENTUAL
PI,Jatobá do Piauí,5179,100.02000000000001,28,0.53,98,1.85,881,14.24
PI,Jerumenha,3602,100.0,33,0.89,78,2.10,899,19.49
PI,João Costa,2703,100.01000000000002,18,0.64,62,2.23,512,15.54
PI,Joaquim Pires,8923,99.98000000000003,79,0.86,233,2.52,2205,19.27
PI,Joca Marques,3759,100.0,36,0.93,70,1.81,990,20.39
PI,José de Freitas,27518,99.99,262,0.92,601,2.12,4794,14.45
PI,Juazeiro do Piauí,4415,99.99999999999997,38,0.84,98,2.15,833,15.47
PI,Júlio Borges,3553,100.00000000000001,24,0.66,69,1.89,910,19.97
PI,Jurema,3749,100.0,24,0.62,102,2.63,796,17.04
PI,Lagoa Alegre,6521,100.00999999999999,37,0.55,116,1.74,1177,14.99
PI,Lagoa de São Francisco,4439,99.98999999999998,36,0.78,100,2.19,1218,21.03
PI,Lagoa do Barro do Piauí,3487,99.99000000000002,53,1.46,99,2.72,651,15.17
PI,Lagoa do Piauí,3672,99.99999999999999,28,0.74,75,1.99,609,13.89
PI,Lagoa do Sítio,3531,100.0,23,0.62,149,4.02,791,17.60
PI,Lagoinha do Piauí,2432,100.0,22,0.87,58,2.31,608,19.49
PI,Landri Sales,3402,100.00000000000001,15,0.43,78,2.23,1106,24.04
PI,Luis Correia,20054,99.99,215,1.03,567,2.72,4854,18.89
PI,Luzilândia,15058,100.01000000000002,171,1.10,388,2.48,3984,20.33
PI,Madeiro,4619,99.99,39,0.82,119,2.49,1649,25.66
PI,Manoel Emídio,3624,100.0,16,0.43,91,2.44,864,18.80
PI,Marcolândia,6079,100.00999999999999,64,1.00,212,3.34,1069,14.40
PI,Marcos Parente,3097,100.0,30,0.95,38,1.20,820,20.58
PI,Massapê do Piauí,4544,99.99,58,1.21,217,4.50,1079,18.29
PI,Matias Olímpio,6340,100.01,78,1.18,183,2.77,2121,24.32
PI,Miguel Alves,18566,99.99,164,0.85,614,3.17,6216,24.32
PI,Miguel Leão,1324,100.00999999999999,7,0.51,26,1.92,247,15.40
PI,Milton Brandão,4783,99.98999999999998,39,0.79,157,3.15,1727,25.75
PI,Monsenhor Gil,8235,99.99000000000001,56,0.66,156,1.85,1564,15.62
PI,Monsenhor Hipólito,5610,100.0,49,0.84,203,3.46,936,13.77
PI,Monte Alegre do Piauí,6853,100.00000000000001,35,0.49,170,2.41,1895,21.17
PI,Morro Cabeça No Tempo,2754,99.99000000000001,18,0.63,115,3.98,682,19.11
PI,Morro do Chapéu do Piauí,4069,100.0,46,1.09,86,2.05,1292,23.52
PI,Murici dos Portelas,4525,99.99000000000001,67,1.41,139,2.94,1067,18.40
PI,Nazaré do Piauí,5007,100.01,31,0.60,142,2.74,1360,20.80
PI,Nazária,9052,99.99000000000002,50,0.54,184,1.98,1923,17.16
PI,Nossa Senhora de Nazaré,4516,100.00000000000001,28,0.61,68,1.47,812,14.97
PI,Nossa Senhora dos Remédios,6545,100.01999999999997,54,0.80,167,2.47,1414,17.29
PI,Nova Santa Rita,3275,99.99,16,0.48,59,1.76,467,12.23
PI,Novo Oriente do Piauí,3856,99.99999999999999,36,0.89,131,3.26,1108,21.59
PI,Novo Santo Antônio,3637,99.99999999999999,14,0.38,55,1.48,639,14.71
PI,Oeiras,23318,100.0,238,0.98,541,2.25,5606,18.87
PI,Olho D'Água do Piauí,1830,99.99999999999999,11,0.59,37,1.97,469,19.98
PI,Padre Marcos,4752,100.0,40,0.81,147,2.98,1055,17.60
PI,Paes Landim,3107,99.99000000000002,24,0.75,89,2.76,595,15.60
PI,Pajeú do Piauí,2554,100.00000000000001,14,0.53,86,3.24,746,21.94
PI,Palmeira do Piauí,3555,100.01,40,1.08,100,2.71,723,16.36
PI,Palmeirais,9841,100.01000000000002,53,0.52,205,2.03,2203,17.91
PI,Paquetá,3317,100.0,17,0.50,76,2.23,440,11.43
PI,Parnaguá,5494,100.00999999999999,40,0.70,143,2.52,1546,21.40
PI,Parnaíba,88387,100.01,1063,1.16,1975,2.16,19176,17.34
PI,Passagem Franca do Piauí,2885,99.99999999999999,18,0.61,49,1.66,901,23.38
PI,Patos do Piauí,4178,99.99,53,1.20,181,4.10,933,17.46
PI,Pau D'Arco do Piauí,4013,99.99,30,0.72,99,2.39,721,14.83
PI,Paulistana,12731,100.00999999999999,131,0.98,444,3.34,2601,16.35
PI,Pavussu,2844,100.01,18,0.61,97,3.28,825,21.80
PI,Pedro Ii,23990,100.00000000000001,264,1.06,707,2.83,7815,23.84
PI,Pedro Laurentino,2276,99.98999999999998,19,0.81,50,2.13,361,13.34
PI,Picos,43612,99.99999999999999,393,0.87,1009,2.24,7720,14.64
PI,Pimenteiras,7010,99.99000000000001,44,0.61,179,2.47,1623,18.33
PI,Pio Ix,11203,99.99000000000002,103,0.88,330,2.84,2260,16.26
PI,Piracuruca,18863,100.01,176,0.90,486,2.49,4668,19.29
PI,Piripiri,37422,99.99999999999999,543,1.40,955,2.45,12655,24.54
PI,Porto,6752,100.0,48,0.69,193,2.76,2129,23.34
PI,Porto Alegre do Piauí,1583,99.99000000000001,14,0.85,52,3.15,365,18.12
PI,Prata do Piauí,2620,100.00000000000001,12,0.44,78,2.88,697,20.46
PI,Queimada Nova,5631,100.00999999999999,66,1.11,207,3.51,872,12.87
PI,Redenção do Gurguéia,5031,100.0,32,0.61,119,2.30,1402,21.29
PI,Regeneração,10136,100.00000000000001,75,0.71,364,3.44,3424,24.46
PI,Riacho Frio,3267,100.0,12,0.35,63,1.89,703,17.38
PI,Ribeira do Piauí,2774,100.01,14,0.48,96,3.33,615,17.58
PI,Ribeiro Gonçalves,4105,100.00999999999999,18,0.43,70,1.67,976,18.88
PI,Rio Grande do Piauí,4042,99.99999999999997,32,0.76,103,2.47,1004,19.38
PI,Santa Cruz do Piauí,4441,99.99999999999999,28,0.61,122,2.66,667,12.69
PI,Santa Cruz dos Milagres,2658,100.00000000000001,13,0.48,52,1.91,758,21.78
PI,Santa Filomena,4004,99.97999999999998,30,0.73,96,2.32,922,18.25
PI,Santa Luz,3978,100.00999999999999,51,1.24,85,2.07,692,14.40
PI,Santa Rosa do Piauí,3366,100.0,19,0.54,100,2.87,1054,23.22
PI,Santana do Piauí,3264,100.00000000000001,30,0.88,121,3.54,578,14.48
PI,Santo Antônio de Lisboa,4721,100.0,47,0.96,115,2.36,817,14.33
PI,Santo Antônio dos Milagres,1517,100.0,16,1.02,39,2.48,320,16.91
PI,Santo Inácio do Piauí,2734,100.02000000000004,16,0.57,39,1.40,549,16.45
PI,São Braz do Piauí,3223,99.99000000000001,14,0.43,51,1.55,673,16.99
PI,São Félix do Piauí,2937,99.99999999999999,12,0.40,45,1.50,692,18.77
PI,São Francisco de Assis do Piauí,3759,99.99999999999999,36,0.92,155,3.92,551,12.24
PI,São Francisco do Piauí,4406,100.00999999999999,65,1.41,130,2.83,1344,22.61
PI,São Gonçalo do Gurguéia,2032,100.01,13,0.62,55,2.62,468,18.22
PI,São Gonçalo do Piauí,3565,100.0,39,1.04,119,3.20,886,19.22
PI,São João da Canabrava,3806,99.99000000000001,17,0.44,46,1.19,779,16.76
PI,São João da Fronteira,3850,100.0,30,0.75,104,2.61,966,19.52
PI,São João da Serra,5083,99.99999999999999,51,0.97,114,2.17,1350,20.46
PI,São João da Varjota,3060,100.0,24,0.76,84,2.65,761,19.37
PI,São João do Arraial,5477,100.01,63,1.11,158,2.77,1394,19.66
PI,São João do Piauí,11858,100.01000000000003,104,0.85,295,2.41,2678,17.93
PI,São José do Divino,4060,99.99000000000001,41,0.97,96,2.29,728,14.78
PI,São José do Peixe,2383,99.99999999999999,42,1.69,66,2.65,715,22.30
PI,São José do Piauí,4597,100.00999999999999,42,0.89,106,2.23,1048,18.09
PI,São Julião,4260,99.99,22,0.50,90,2.06,891,16.93
PI,São Lourenço do Piauí,4016,100.0,37,0.89,89,2.15,772,15.71
PI,São Luis do Piauí,2278,100.00000000000003,11,0.48,25,1.08,345,12.97
PI,São Miguel da Baixa Grande,1933,99.99,17,0.85,47,2.35,485,19.54
PI,São Miguel do Fidalgo,2273,99.98000000000002,10,0.44,21,0.91,606,20.82
PI,São Miguel do Tapuio,11134,100.0,112,0.96,428,3.67,3957,25.32
PI,São Pedro do Piauí,8736,99.99000000000001,59,0.65,299,3.29,1889,17.20
PI,São Raimundo Nonato,20972,99.99999999999999,174,0.81,387,1.80,3468,13.87
PI,Sebastião Barros,3375,100.01,17,0.49,75,2.16,748,17.75
PI,Sebastião Leal,3294,100.00000000000001,53,1.54,78,2.28,460,11.84
PI,Sigefredo Pacheco,7079,99.99000000000001,57,0.78,169,2.31,1210,14.21
PI,Simões,8974,99.99000000000001,88,0.94,328,3.49,2117,18.40
PI,Simplício Mendes,7923,100.00000000000001,52,0.64,198,2.42,1316,13.87
PI,Socorro do Piauí,3236,99.99000000000001,21,0.62,115,3.41,801,19.19
PI,Sussuapara,5156,100.01,60,1.12,121,2.27,960,15.25
PI,Tamboril do Piauí,2048,99.99999999999999,25,1.17,58,2.72,507,19.22
PI,Tanque do Piauí,1903,100.0,22,1.10,77,3.85,415,17.17
PI,Teresina,483136,100.0,5203,1.04,11278,2.26,89891,15.25
PI,União,29026,100.01,250,0.83,823,2.73,5585,15.65
PI,Uruçuí,13941,99.99000000000002,126,0.88,293,2.04,3074,17.63
PI,Valença do Piauí,12948,100.00000000000003,112,0.83,409,3.04,2764,17.03
PI,Várzea Branca,3654,99.99999999999997,27,0.72,76,2.02,789,17.36
PI,Várzea Grande,2925,99.99,17,0.56,124,4.04,865,22.00
PI,Vera Mendes,2562,100.0,70,2.53,128,4.64,569,17.09
PI,Vila Nova do Piauí,2391,100.00000000000001,19,0.77,69,2.78,330,11.75
PI,Wall Ferraz,3361,100.00000000000003,18,0.52,98,2.82,470,11.91
PR,Abatiá,4411,100.00999999999998,68,1.49,78,1.71,1383,23.28
PR,Adrianópolis,3951,100.00000000000001,47,1.12,173,4.15,1278,23.45
PR,Agudos do Sul,6363,100.01,110,1.65,165,2.49,1367,17.08
PR,Almirante Tamandaré,57017,99.99000000000002,1413,2.36,1562,2.60,15154,20.17
PR,Altamira do Paraná,2560,100.01000000000002,24,0.91,55,2.08,756,22.27
PR,Alto Paraíso,2195,100.00999999999999,34,1.50,40,1.76,721,24.11
PR,Alto Paraná,8032,100.0,98,1.18,171,2.06,2537,23.41
PR,Alto Piquiri,5551,100.01,67,1.17,118,2.06,1659,22.43
PR,Altônia,11049,100.00999999999998,192,1.67,278,2.41,3270,22.11
PR,Alvorada do Sul,5388,99.99999999999999,87,1.55,137,2.44,1422,20.22
PR,Amaporã,3109,100.0,41,1.26,100,3.08,703,17.78
PR,Ampére,11887,100.01,154,1.26,156,1.28,2720,18.23
PR,Anahy,2129,100.00000000000001,22,1.00,41,1.87,505,18.72
PR,Andirá,12297,99.99999999999999,184,1.43,388,3.01,3647,22.08
PR,Ângulo,2145,100.00999999999998,30,1.35,54,2.42,413,15.63
PR,Antonina,11431,99.99999999999999,208,1.76,238,2.00,3586,23.19
PR,Antonio Olinto,5123,99.99999999999999,133,2.47,140,2.59,1263,18.97
PR,Apucarana,71806,100.01,1375,1.82,2207,2.93,19100,20.21
PR,Arapongas,64011,99.99999999999999,1200,1.78,1910,2.85,15476,18.74
PR,Arapoti,14362,100.00000000000001,283,1.88,364,2.43,4316,22.33
PR,Arapuã,2553,100.00000000000001,25,0.95,60,2.27,571,17.79
PR,Araruna,8658,99.99000000000002,139,1.55,199,2.21,2241,19.94
PR,Araucária,81836,99.99999999999999,1806,2.10,2398,2.79,18979,18.07
PR,Ariranha do Ivaí,1868,99.98999999999998,17,0.88,37,1.93,402,17.30
PR,Assaí,9376,100.00000000000001,153,1.57,227,2.33,2755,22.02
PR,Assis Chateaubriand,21103,99.99,247,1.14,436,2.00,5996,21.58
PR,Astorga,15498,99.99000000000001,221,1.38,341,2.12,4768,22.89
PR,Atalaia,2855,100.01000000000002,23,0.79,60,2.04,622,17.47
PR,Balsa Nova,9109,99.99999999999999,184,1.93,269,2.81,2016,17.41
PR,Bandeirantes,18849,100.01000000000003,254,1.30,392,2.01,5528,22.09
PR,Barbosa Ferraz,6440,100.01,83,1.24,179,2.67,2172,24.48
PR,Barra do Jacaré,2086,99.99999999999999,32,1.48,53,2.44,450,17.17
PR,Barracão,5914,99.99999999999999,47,0.78,99,1.63,1475,19.58
PR,Bela Vista da Caroba,2419,99.99,24,0.96,45,1.81,471,15.92
PR,Bela Vista do Paraíso,9518,99.98,151,1.53,242,2.44,2613,20.86
PR,Bituruna,9678,100.00000000000003,181,1.80,193,1.92,2037,16.85
PR,Boa Esperança,3025,99.99999999999997,46,1.46,68,2.17,687,17.96
PR,Boa Esperança do Iguaçu,1940,99.99999999999999,19,0.96,26,1.31,289,12.71
PR,Boa Ventura de São Roque,4064,99.99,37,0.88,84,2.01,857,17.00
PR,Boa Vista da Aparecida,5259,100.0,66,1.21,108,1.99,1574,22.46
PR,Bocaiúva do Sul,7268,100.02,140,1.84,178,2.35,2124,21.87
PR,Bom Jesus do Sul,2922,99.99999999999999,26,0.87,27,0.91,517,14.81
PR,Bom Sucesso,4095,100.00999999999998,60,1.40,140,3.26,951,18.13
PR,Bom Sucesso do Sul,2458,100.00000000000001,22,0.87,27,1.08,482,16.13
PR,Borrazópolis,5111,99.99999999999999,61,1.16,116,2.19,1352,20.36
PR,Braganey,3498,99.99000000000001,41,1.14,73,2.02,994,21.58
PR,Brasilândia do Sul,2427,99.99000000000001,42,1.66,55,2.18,555,18.03
PR,Cafeara,1789,99.99,19,1.02,67,3.57,306,14.03
PR,Cafelândia,10416,99.99999999999999,127,1.18,194,1.81,2537,19.11
PR,Cafezal do Sul,3182,100.00000000000001,27,0.83,72,2.19,780,19.21
PR,Califórnia,5460,99.99999999999999,100,1.76,121,2.13,1188,17.30
PR,Cambará,13409,100.00000000000001,242,1.72,425,3.02,4027,22.24
PR,Cambé,57132,99.99000000000001,1077,1.79,1800,3.00,14065,18.99
PR,Cambira,4916,99.99,82,1.60,123,2.40,1027,16.70
PR,Campina Grande do Sul,25851,100.01000000000002,516,1.91,694,2.56,6314,18.92
PR,Campina da Lagoa,9126,99.98999999999998,132,1.39,217,2.29,2817,22.92
PR,Campina do Simão,2752,99.99000000000001,56,1.95,54,1.89,782,21.46
PR,Campo Bonito,2869,99.99999999999999,20,0.68,43,1.47,686,18.96
PR,Campo Largo,71150,99.99000000000001,1725,2.30,2036,2.72,16264,17.84
PR,Campo Magro,15776,100.01000000000002,341,2.06,449,2.71,3528,17.56
PR,Campo Mourão,53941,99.99000000000002,736,1.32,1104,1.98,13136,19.06
PR,Campo do Tenente,4932,99.98999999999998,78,1.52,111,2.17,980,16.06
PR,Cândido de Abreu,8808,100.0,157,1.70,254,2.76,2420,20.79
PR,Candói,9073,99.99000000000002,122,1.30,182,1.94,2244,19.31
PR,Cantagalo,6850,100.0,77,1.08,168,2.37,2072,22.60
PR,Capanema,12092,100.00000000000001,107,0.87,151,1.22,3500,22.08
PR,Capitão Leônidas Marques,9148,99.99000000000001,94,1.00,140,1.49,2983,24.12
PR,Carambeí,13081,99.98,288,2.10,371,2.70,2695,16.40
PR,Carlópolis,8742,99.99,139,1.52,285,3.11,2737,22.99
PR,Cascavel,184415,100.00000000000001,2592,1.36,3643,1.91,43649,18.63
PR,Castro,42423,100.0,1170,2.62,1058,2.37,9752,17.93
PR,Catanduvas,5344,100.0,97,1.75,126,2.26,1866,25.10
PR,Centenário do Sul,6543,100.0,92,1.35,177,2.60,1812,21.01
PR,Cerro Azul,10112,100.01000000000002,260,2.46,190,1.80,2658,20.11
PR,Céu Azul,6993,100.01,76,1.06,116,1.61,1823,20.24
PR,Chopinzinho,13138,100.0,148,1.10,251,1.85,3115,18.71
PR,Cianorte,43913,99.99000000000002,701,1.53,1006,2.21,12172,21.06
PR,Cidade Gaúcha,6815,99.98000000000002,77,1.09,160,2.27,2237,24.08
PR,Clevelândia,9941,100.0,135,1.32,162,1.58,2868,21.88
PR,Colombo,121279,100.00999999999999,2784,2.19,3165,2.49,28954,18.54
PR,Colorado,14192,100.0,198,1.34,427,2.88,4471,23.18
PR,Congonhinhas,4973,100.00000000000001,76,1.47,111,2.15,1416,21.53
PR,Conselheiro Mairinck,2295,99.99000000000002,25,1.04,70,2.93,590,19.80
PR,Contenda,10195,100.0,259,2.42,242,2.26,2126,16.58
PR,Corbélia,11093,100.01,135,1.18,173,1.52,2933,20.46
PR,Cornélio Procópio,27317,100.00000000000001,425,1.50,697,2.45,7042,19.85
PR,Coronel Domingos Soares,3873,100.00999999999999,49,1.22,75,1.88,1084,21.33
PR,Coronel Vivida,13857,99.98,160,1.12,259,1.81,3136,18.01
PR,Corumbataí do Sul,2692,100.01000000000002,39,1.39,79,2.81,773,21.57
PR,Cruz Machado,10634,100.0,251,2.23,363,3.23,2368,17.39
PR,Cruzeiro do Iguaçu,2926,99.99,17,0.57,41,1.37,634,17.52
PR,Cruzeiro do Oeste,12561,100.00999999999999,183,1.41,275,2.11,4295,24.81
PR,Cruzeiro do Sul,3083,100.0,33,1.04,61,1.92,821,20.54
PR,Cruzmaltina,2104,100.00999999999999,23,1.06,45,2.07,660,23.31
PR,Curitiba,1108054,100.01,18925,1.64,27330,2.37,262397,18.52
PR,Curiúva,7665,100.00000000000001,229,2.80,294,3.59,2604,24.13
PR,Diamante D'Oeste,2955,100.0,18,0.60,30,1.00,802,21.08
PR,Diamante do Norte,3359,100.00999999999999,49,1.41,63,1.82,1085,23.81
PR,Diamante do Sul,2435,99.99000000000001,20,0.80,35,1.41,750,23.15
PR,Dois Vizinhos,25995,100.00000000000001,375,1.40,344,1.29,5915,18.13
PR,Douradina,5230,100.00999999999999,51,0.95,95,1.77,1313,19.63
PR,Doutor Camargo,3976,100.01,66,1.59,98,2.37,972,19.01
PR,Doutor Ulysses,3790,100.00999999999999,87,2.17,116,2.91,880,18.06
PR,Enéas Marques,4351,99.98999999999998,50,1.12,61,1.37,972,17.89
PR,Engenheiro Beltrão,8081,99.99000000000001,105,1.26,149,1.79,2492,23.02
PR,Entre Rios do Oeste,3038,100.0,25,0.81,30,0.97,500,13.92
PR,Esperança Nova,1563,99.98000000000002,22,1.37,26,1.61,428,20.99
PR,Espigão Alto do Iguaçu,3216,100.00000000000001,29,0.87,74,2.23,1056,24.14
PR,Farol,2200,100.00999999999999,26,1.14,54,2.37,467,17.00
PR,Faxinal,9380,100.00000000000003,134,1.38,187,1.93,2953,23.34
PR,Fazenda Rio Grande,62309,99.99999999999999,1462,2.23,1675,2.56,18124,21.69
PR,Fênix,3005,99.99,45,1.44,84,2.68,949,23.24
PR,Fernandes Pinheiro,4342,100.01999999999998,61,1.35,99,2.20,848,15.85
PR,Figueira,4831,99.99999999999999,95,1.88,139,2.74,1413,21.81
PR,Flor da Serra do Sul,3648,99.99999999999999,46,1.23,49,1.31,733,16.38
PR,Floraí,3617,100.01,45,1.20,84,2.24,691,15.57
PR,Floresta,5551,100.0,49,0.85,110,1.93,1253,18.00
PR,Florestópolis,7617,100.00000000000003,77,0.98,132,1.69,1441,15.55
PR,Flórida,1944,99.99999999999999,19,0.95,24,1.21,313,13.61
PR,Formosa do Oeste,4719,99.99,64,1.30,120,2.45,1433,22.62
PR,Foz do Iguaçu,156292,100.01000000000002,2036,1.26,2867,1.78,37693,18.95
PR,Foz do Jordão,3287,99.99999999999999,32,0.94,60,1.78,987,22.61
PR,Francisco Alves,4541,99.99,50,1.07,100,2.13,1360,22.48
PR,Francisco Beltrão,53894,100.0,663,1.20,828,1.49,13091,19.12
PR,General Carneiro,6444,100.01999999999998,117,1.75,121,1.81,1940,22.50
PR,Godoy Moreira,2065,100.01,27,1.26,57,2.65,585,21.40
PR,Goioerê,16551,100.0,260,1.52,335,1.95,5437,24.08
PR,Goioxim,4152,99.98999999999998,42,0.98,76,1.78,1056,19.83
PR,Grandes Rios,3705,99.98999999999998,43,1.12,99,2.57,1367,26.22
PR,Guaíra,17889,100.00999999999999,222,1.21,293,1.59,5081,21.64
PR,Guairaçá,3990,100.01,44,1.07,101,2.44,1006,19.57
PR,Guamiranga,5326,100.0,109,1.96,124,2.23,910,14.07
PR,Guapirama,2932,99.99,30,0.99,87,2.85,682,18.28
PR,Guaporema,1548,99.99999999999999,8,0.51,26,1.64,399,20.14
PR,Guaraci,3367,100.01,32,0.92,73,2.10,747,17.71
PR,Guaraniaçu,8606,99.99000000000001,93,1.05,128,1.45,2399,21.37
PR,Guarapuava,103527,100.01000000000003,1817,1.69,2119,1.97,24985,18.86
PR,Guaraqueçaba,5236,100.00999999999999,66,1.22,103,1.91,1528,22.04
PR,Guaratuba,21206,99.99999999999999,285,1.30,463,2.11,6579,23.06
PR,Honório Serpa,3472,100.00000000000001,29,0.82,43,1.21,741,17.29
PR,Ibaiti,15850,100.00000000000003,312,1.87,446,2.69,5014,23.19
PR,Ibema,3849,100.00000000000003,52,1.32,53,1.34,1232,23.76
PR,Ibiporã,29847,100.00000000000003,621,1.99,827,2.64,8541,21.44
PR,Icaraíma,5368,100.00000000000001,82,1.48,105,1.89,1694,23.37
PR,Iguaraçu,3039,99.99999999999999,24,0.77,69,2.20,780,19.94
PR,Iguatu,1624,99.99000000000002,13,0.78,21,1.27,347,17.31
PR,Imbaú,6545,100.01,151,2.17,242,3.49,1399,16.78
PR,Imbituva,18544,100.00000000000003,396,2.04,478,2.46,3851,16.55
PR,Inácio Martins,6487,100.0,91,1.34,190,2.81,1376,16.90
PR,Inajá,1883,99.99999999999999,18,0.93,28,1.45,420,17.88
PR,Indianópolis,2933,100.0,44,1.44,89,2.90,757,19.80
PR,Ipiranga,9060,100.00000000000001,225,2.36,241,2.53,1630,14.61
PR,Iporã,9081,100.00000000000001,114,1.21,219,2.33,2536,21.22
PR,Iracema do Oeste,1831,99.99,16,0.84,44,2.33,494,20.71
PR,Irati,36142,99.99000000000002,734,1.94,927,2.45,7867,17.23
PR,Iretama,5842,100.00999999999999,107,1.74,182,2.97,1847,23.15
PR,Itaguajé,2671,100.0,23,0.83,75,2.71,821,22.87
PR,Itaipulândia,7499,99.99999999999999,63,0.82,110,1.43,1646,17.66
PR,Itambaracá,3705,100.00999999999999,55,1.43,96,2.49,1266,24.72
PR,Itambé,4041,99.97999999999998,55,1.31,113,2.68,1004,19.26
PR,Itapejara D'Oeste,7256,100.0,91,1.22,100,1.34,1780,19.29
PR,Itaperuçu,16751,99.99000000000001,297,1.71,270,1.56,2871,14.22
PR,Itaúna do Sul,2138,99.99999999999999,28,1.26,51,2.30,829,27.22
PR,Ivaí,8477,100.01,147,1.67,189,2.14,1458,14.20
PR,Ivaiporã,19094,99.98999999999998,265,1.34,395,2.00,5734,22.50
PR,Ivaté,4394,99.99,40,0.88,77,1.71,1187,20.83
PR,Ivatuba,2027,100.00999999999998,17,0.81,38,1.83,710,25.43
PR,Jaboti,3325,99.99,51,1.47,85,2.46,744,17.69
PR,Jacarezinho,22693,100.01000000000002,412,1.75,493,2.09,6234,20.90
PR,Jaguapitã,7942,100.01000000000002,118,1.43,222,2.68,2295,21.70
PR,Jaguariaíva,19970,100.02999999999997,357,1.72,423,2.04,4884,19.05
PR,Jandaia do Sul,13016,99.99,197,1.46,306,2.26,2836,17.34
PR,Janiópolis,3687,99.99999999999999,59,1.53,98,2.55,1134,22.78
PR,Japira,2840,100.00999999999999,43,1.46,74,2.50,766,20.57
PR,Japurá,5709,100.01,78,1.32,109,1.85,1299,18.05
PR,Jardim Alegre,7136,100.00000000000001,92,1.25,141,1.91,2283,23.65
PR,Jardim Olinda,1023,100.00000000000001,11,1.05,18,1.71,180,14.61
PR,Jataizinho,7193,100.01000000000002,135,1.79,198,2.63,1929,20.40
PR,Jesuítas,5755,99.97999999999999,98,1.63,142,2.37,1530,20.33
PR,Joaquim Távora,6967,100.0,118,1.62,207,2.84,1935,20.97
PR,Jundiaí do Sul,1990,99.99,25,1.21,44,2.14,617,23.06
PR,Juranda,4788,100.00000000000003,66,1.33,107,2.16,1323,21.05
PR,Jussara,4276,99.98999999999998,73,1.64,107,2.40,1054,19.13
PR,Kaloré,3087,100.0,42,1.31,79,2.46,599,15.73
PR,Lapa,28563,100.0,778,2.57,901,2.98,6150,16.90
PR,Laranjal,3552,100.01,31,0.85,49,1.35,1004,21.66
PR,Laranjeiras do Sul,19008,100.01000000000003,208,1.06,360,1.84,4647,19.18
PR,Leópolis,2657,100.00000000000003,32,1.16,78,2.82,622,18.35
PR,Lidianópolis,2570,100.01,41,1.53,67,2.50,848,24.05
PR,Lindoeste,3899,100.00999999999999,38,0.95,59,1.48,977,19.65
PR,Loanda,11990,100.01000000000002,165,1.34,227,1.83,2657,17.67
PR,Lobato,3026,99.99,45,1.43,84,2.66,634,16.73
PR,Londrina,304945,99.98999999999998,5027,1.58,8400,2.64,76394,19.35
PR,Luiziana,4405,99.99999999999997,60,1.32,92,2.02,1205,20.91
PR,Lunardelli,3207,99.99,47,1.41,80,2.40,889,21.05
PR,Lupionópolis,3074,100.00999999999999,32,1.00,107,3.33,727,18.45
PR,Mallet,8423,99.99,155,1.76,243,2.75,1844,17.29
PR,Mamborê,8486,100.0,116,1.32,202,2.29,2015,18.62
PR,Mandaguaçu,14303,100.00000000000003,275,1.84,389,2.60,4498,23.11
PR,Mandaguari,21364,100.0,375,1.68,605,2.71,5732,20.42
PR,Mandirituba,14758,99.99,306,1.98,407,2.63,3461,18.28
PR,Manfrinópolis,2422,100.00000000000003,12,0.48,34,1.38,497,16.76
PR,Mangueirinha,10609,100.01000000000002,119,1.09,170,1.56,2546,18.94
PR,Manoel Ribas,8482,99.99999999999999,92,1.05,168,1.92,1850,17.47
PR,Marechal Cândido Rondon,32314,100.00000000000001,298,0.90,485,1.47,8132,19.72
PR,Maria Helena,3790,100.00000000000001,34,0.88,61,1.57,841,17.80
PR,Marialva,22502,99.99000000000001,394,1.68,549,2.34,6816,22.52
PR,Marilândia do Sul,5552,100.01000000000002,110,1.90,124,2.14,1452,20.06
PR,Marilena,4407,100.00999999999999,58,1.26,120,2.62,1571,25.52
PR,Mariluz,6010,99.99999999999999,85,1.36,142,2.28,1924,23.58
PR,Maringá,229457,99.99999999999997,2869,1.21,4586,1.94,58749,19.87
PR,Mariópolis,4280,99.97999999999998,36,0.82,71,1.62,875,16.63
PR,Maripá,4168,99.98999999999998,34,0.80,59,1.38,840,16.47
PR,Marmeleiro,9268,99.99,109,1.14,127,1.34,1987,17.29
PR,Marquinho,3045,100.00000000000001,25,0.79,59,1.89,598,16.05
PR,Marumbi,3090,99.99000000000001,41,1.28,76,2.37,495,13.37
PR,Matelândia,10444,100.01,114,1.07,138,1.29,3194,22.99
PR,Matinhos,22419,100.01000000000002,366,1.57,508,2.18,8826,27.48
PR,Mato Rico,2497,99.99000000000001,28,1.07,84,3.22,669,20.41
PR,Mauá da Serra,5728,100.01,72,1.21,140,2.36,1397,19.04
PR,Medianeira,29339,99.99000000000001,365,1.20,500,1.66,8380,21.72
PR,Mercedes,4029,99.99,30,0.73,45,1.10,678,14.18
PR,Mirador,1646,100.0,12,0.72,26,1.54,485,22.36
PR,Miraselva,1499,100.0,18,1.17,22,1.43,216,12.31
PR,Missal,7545,99.99000000000001,57,0.74,125,1.62,1603,17.18
PR,Moreira Sales,7239,100.00000000000003,120,1.58,237,3.12,2154,22.09
PR,Morretes,10536,100.00000000000003,157,1.44,244,2.23,2807,20.42
PR,Munhoz de Melo,2709,100.00000000000001,38,1.37,38,1.36,585,17.36
