ESTADO,MUNICíPIO,LULA VOTOS,LULA VOTOS PERCENTUAL,BOLSONARO VOTOS,BOLSONARO PERCENTUAL,CIRO VOTOS,CIRO VOTOS PERCENTUAL,TEBET VOTOS,TEBET VOTOS PERCENTUAL,OUTROS VOTOS,OUTROS VOTOS PERCENTUAL,ABSTENÇÕES,ABSTENÇÕES PERCENTUAL,VOTOS BRANCOS,VOTOS BRANCOS PERCENTUAL,VOTOS NULOS,VOTOS NULOS PERCENTUAL
PE,Camaragibe,54184,54.64,39415,39.74,2305,2.32,2521,2.54,7,0.01,15911,13.19,1882,1.80,3675,3.51
PE,Camocim de São Félix,8444,72.73,2833,24.4,202,1.74,81,0.7,0,0.0,2543,17.12,216,1.76,483,3.92
PE,Camutanga,3941,70.89,1425,25.63,112,2.01,60,1.08,0,0.0,1555,20.91,98,1.67,223,3.79
PE,Canhotinho,9041,71.36,3208,25.32,255,2.01,139,1.1,0,0.0,3479,20.48,264,1.95,575,4.26
PE,Capoeiras,9595,86.19,1202,10.8,212,1.9,69,0.62,0,0.0,4304,26.78,168,1.42,468,3.98
PE,Carnaíba,10101,86.11,1335,11.38,172,1.47,53,0.45,0,0.0,3620,22.78,119,0.97,424,3.45
PE,Carnaubeira da Penha,7994,91.26,615,7.02,95,1.08,32,0.37,0,0.0,3078,25.34,58,0.64,251,2.77
PE,Carpina,24968,54.55,18701,40.86,990,2.16,805,1.76,1,0.0,7878,14.04,865,1.79,1615,3.35
PE,Caruaru,109406,56.02,75159,38.49,5529,2.83,3906,2.0,19,0.01,34470,14.32,4107,1.99,6854,3.32
PE,Casinhas,6951,79.84,1361,15.63,152,1.75,86,0.99,0,0.0,2444,20.80,187,2.01,412,4.43
PE,Catende,13470,72.27,4497,24.13,344,1.85,247,1.33,0,0.0,5874,23.02,306,1.56,693,3.53
PE,Cedro,6160,85.5,735,10.2,192,2.66,35,0.49,0,0.0,2398,24.17,60,0.79,260,3.46
PE,Chã Grande,9718,67.11,4207,29.05,368,2.54,139,0.96,0,0.0,3432,18.19,322,2.09,633,4.10
PE,Chã de Alegria,6194,71.19,2249,25.85,130,1.49,91,1.05,0,0.0,1808,16.38,132,1.43,394,4.27
PE,Condado,10414,69.7,3989,26.7,284,1.9,190,1.27,0,0.0,4980,23.95,270,1.71,599,3.79
PE,Correntes,7801,83.78,1210,13.0,200,2.15,71,0.76,1,0.01,4151,29.97,72,0.74,317,3.27
PE,Cortês,5666,71.03,1972,24.72,201,2.52,84,1.05,0,0.0,2464,22.64,119,1.41,323,3.84
PE,Cumaru,8449,76.29,2315,20.9,195,1.76,85,0.77,0,0.0,3540,23.11,200,1.69,500,4.25
PE,Cupira,9548,64.02,4796,32.16,341,2.29,167,1.12,0,0.0,3829,19.52,251,1.59,625,3.96
PE,Custódia,17684,87.04,2222,10.94,272,1.34,92,0.45,1,0.0,7146,25.07,204,0.96,838,3.92
PE,Dormentes,9469,76.88,2316,18.8,327,2.66,110,0.89,0,0.0,3395,20.82,152,1.18,447,3.46
PE,Escada,25712,68.88,10034,26.88,769,2.06,630,1.69,3,0.01,8032,16.97,623,1.58,1351,3.44
PE,Exu,17233,85.48,2184,10.83,483,2.4,108,0.54,0,0.0,6295,22.83,214,1.01,902,4.24
PE,Feira Nova,8711,63.71,4366,31.93,356,2.6,166,1.21,0,0.0,3814,20.77,257,1.76,624,4.29
PE,Fernando de Noronha,1140,52.44,902,41.49,64,2.94,58,2.67,0,0.0,999,30.28,42,1.83,84,3.65
PE,Ferreiros,5422,71.47,1905,25.11,161,2.12,78,1.03,0,0.0,1858,18.68,147,1.82,354,4.38
PE,Flores,10174,85.89,1402,11.84,152,1.28,77,0.65,1,0.01,3645,22.46,184,1.46,554,4.40
PE,Floresta,15262,84.24,2351,12.98,300,1.66,122,0.67,0,0.0,5004,21.00,135,0.72,572,3.04
PE,Frei Miguelinho,7057,72.08,2455,25.08,141,1.44,78,0.8,0,0.0,1718,14.38,173,1.69,270,2.64
PE,Gameleira,7597,67.94,3191,28.54,220,1.97,125,1.12,1,0.01,3561,23.27,167,1.43,395,3.36
PE,Garanhuns,54269,72.12,17690,23.51,1859,2.47,1073,1.43,7,0.01,17032,17.82,1157,1.47,2161,2.75
PE,Glória do Goitá,12857,74.36,3880,22.44,276,1.6,189,1.09,1,0.01,4072,18.02,338,1.82,898,4.85
PE,Goiana,31649,63.41,16386,32.83,881,1.77,774,1.55,3,0.01,8694,14.25,879,1.68,1539,2.94
PE,Granito,4547,84.44,608,11.29,196,3.64,22,0.41,0,0.0,1099,16.34,49,0.87,194,3.45
PE,Gravatá,31678,62.19,16885,33.15,1402,2.75,701,1.38,1,0.0,14636,21.26,1209,2.23,2066,3.81
PE,Iati,8795,84.45,1312,12.6,231,2.22,44,0.42,0,0.0,4885,30.68,89,0.80,535,4.85
PE,Ibimirim,13032,88.05,1474,9.96,188,1.27,55,0.37,0,0.0,5421,26.10,116,0.75,434,2.83
PE,Ibirajuba,4089,79.94,868,16.97,89,1.74,41,0.8,0,0.0,1463,21.17,97,1.79,235,4.31
PE,Igarassu,43924,63.95,21690,31.58,1411,2.05,1239,1.8,3,0.0,13109,15.28,1345,1.85,2653,3.65
PE,Iguaracy,5644,84.18,841,12.54,152,2.27,42,0.63,0,0.0,1826,20.65,83,1.18,227,3.24
PE,Ilha de Itamaracá,9575,71.19,3393,25.23,251,1.87,182,1.35,0,0.0,3520,20.08,149,1.07,411,2.93
PE,Inajá,9507,89.41,940,8.84,127,1.19,33,0.31,0,0.0,3220,22.58,97,0.88,313,2.83
PE,Ingazeira,2843,87.29,353,10.84,38,1.17,14,0.43,0,0.0,675,16.62,43,1.27,87,2.57
PE,Ipojuca,45294,71.02,16142,25.31,1138,1.78,784,1.23,7,0.01,13688,16.98,1032,1.55,2131,3.18
PE,Ipubi,12952,81.4,2358,14.82,392,2.46,147,0.92,0,0.0,5788,25.61,202,1.20,700,4.16
PE,Itacuruba,2965,85.2,411,11.81,76,2.18,10,0.29,0,0.0,750,17.37,21,0.59,66,1.85
PE,Itaíba,11427,82.3,1977,14.24,325,2.34,87,0.63,0,0.0,4914,25.03,155,1.05,675,4.59
PE,Itambé,12837,71.01,4634,25.63,300,1.66,262,1.45,1,0.01,4688,19.67,332,1.74,740,3.86
PE,Itapetim,7253,81.85,1417,15.99,116,1.31,60,0.68,0,0.0,3028,24.41,122,1.30,392,4.18
PE,Itapissuma,10954,70.95,3950,25.58,241,1.56,239,1.55,1,0.01,2605,13.73,311,1.91,611,3.73
PE,Itaquitinga,6934,67.48,2961,28.82,206,2.0,136,1.32,0,0.0,3216,22.96,123,1.14,390,3.62
PE,Jaboatão dos Guararapes,199245,54.25,147345,40.12,9329,2.54,8467,2.31,34,0.01,90890,18.97,7066,1.83,13796,3.55
PE,Jaqueira,4773,71.67,1680,25.23,145,2.18,46,0.69,0,0.0,2922,29.39,77,1.10,283,4.03
PE,Jataúba,8698,79.32,1916,17.47,175,1.6,112,1.02,0,0.0,3294,22.26,139,1.21,396,3.44
PE,Jatobá,6707,83.76,1072,13.39,144,1.8,61,0.76,0,0.0,2424,22.57,57,0.69,254,3.05
PE,João Alfredo,13629,76.99,3279,18.52,383,2.16,235,1.33,1,0.01,6492,25.65,356,1.90,755,4.01
PE,Joaquim Nabuco,6750,70.57,2480,25.93,198,2.07,98,1.02,0,0.0,3445,25.42,181,1.79,359,3.55
PE,Jucati,6301,83.37,986,13.05,176,2.33,68,0.9,0,0.0,1805,18.43,137,1.71,292,3.66
PE,Jupi,7953,82.8,1296,13.49,208,2.17,110,1.15,0,0.0,2182,17.74,161,1.59,355,3.51
PE,Jurema,6641,76.76,1598,18.47,249,2.88,68,0.79,0,0.0,2939,24.31,111,1.21,390,4.26
PE,Lagoa Grande,12188,78.98,2587,16.76,403,2.61,168,1.09,0,0.0,5115,24.11,140,0.87,527,3.27
PE,Lagoa de Itaenga,9114,65.88,4056,29.32,253,1.83,267,1.93,0,0.0,3791,20.40,317,2.14,640,4.33
PE,Lagoa do Carro,8188,69.51,3213,27.28,196,1.66,142,1.21,1,0.01,1946,13.59,168,1.36,425,3.43
PE,Lagoa do Ouro,6690,84.18,1063,13.38,123,1.55,51,0.64,0,0.0,2635,23.75,87,1.03,428,5.06
PE,Lagoa dos Gatos,6728,77.8,1656,19.15,182,2.1,63,0.73,1,0.01,3120,25.54,92,1.02,358,3.93
PE,Lajedo,16037,68.39,6280,26.78,732,3.12,275,1.17,1,0.0,5261,17.54,405,1.64,875,3.54
PE,Limoeiro,24808,70.61,8855,25.2,850,2.42,430,1.22,2,0.01,7331,16.46,656,1.76,1418,3.81
PE,Macaparana,9253,65.1,4347,30.58,355,2.5,190,1.34,1,0.01,4687,23.61,271,1.79,678,4.47
PE,Machados,6121,76.17,1595,19.85,194,2.41,74,0.92,0,0.0,2079,19.52,204,2.38,333,3.88
PE,Manari,8167,88.45,852,9.23,120,1.3,56,0.61,0,0.0,3748,28.11,98,1.02,256,2.67
PE,Maraial,4229,70.35,1595,26.53,116,1.93,42,0.7,0,0.0,3048,32.40,85,1.34,264,4.15
PE,Mirandiba,6891,80.77,1426,16.71,129,1.51,38,0.45,0,0.0,2623,22.61,98,1.09,349,3.89
PE,Moreilândia,6161,86.05,732,10.22,192,2.68,52,0.73,0,0.0,2131,22.10,85,1.13,268,3.57
PE,Moreno,23781,63.44,11884,31.7,910,2.43,727,1.94,1,0.0,7969,16.60,928,2.32,1622,4.05
PE,Nazaré da Mata,12228,61.48,6893,34.65,401,2.02,269,1.35,1,0.01,4289,16.88,469,2.22,758,3.59
PE,Olinda,140857,57.02,91876,37.19,6362,2.58,6216,2.52,20,0.01,39186,13.15,4114,1.59,7733,2.99
PE,Orobó,10775,77.27,2425,17.39,329,2.36,178,1.28,0,0.0,5927,28.69,242,1.65,547,3.71
PE,Orocó,7378,79.34,1534,16.5,230,2.47,50,0.54,0,0.0,2885,23.01,100,1.04,252,2.61
PE,Ouricuri,29600,83.67,4455,12.59,852,2.41,235,0.66,3,0.01,13457,26.56,339,0.91,1487,4.00
PE,Palmares,20606,68.3,8287,27.47,695,2.3,380,1.26,0,0.0,8949,22.12,430,1.36,913,2.90
PE,Palmeirina,3427,81.73,612,14.6,102,2.43,31,0.74,0,0.0,2153,32.42,72,1.60,222,4.95
PE,Panelas,11148,76.25,2984,20.41,303,2.07,137,0.94,1,0.01,6494,29.51,157,1.01,732,4.72
PE,Paranatama,6968,84.03,1064,12.83,165,1.99,71,0.86,0,0.0,2016,18.64,122,1.38,385,4.38
PE,Parnamirim,12525,89.01,1200,8.53,231,1.64,69,0.49,0,0.0,3634,20.13,86,0.60,264,1.83
PE,Passira,14430,74.0,4409,22.61,424,2.17,159,0.82,0,0.0,4867,19.02,366,1.77,852,4.11
PE,Paudalho,20713,59.55,12692,36.49,611,1.76,558,1.6,2,0.01,9028,19.62,805,2.18,1406,3.80
PE,Paulista,105562,56.44,70659,37.78,5006,2.68,4506,2.41,15,0.01,32691,14.32,2941,1.51,5636,2.88
PE,Pedra,11230,81.46,2051,14.88,277,2.01,87,0.63,0,0.0,4898,25.09,227,1.55,613,4.19
PE,Pesqueira,29993,81.82,5448,14.86,628,1.71,463,1.26,1,0.0,12479,24.60,487,1.27,1098,2.87
PE,Petrolândia,15010,80.34,3178,17.01,320,1.71,117,0.63,1,0.01,5904,23.31,194,1.00,545,2.81
PE,Petrolina,120083,65.31,52261,28.42,5959,3.24,3401,1.85,14,0.01,39416,17.06,2645,1.38,5081,2.65
PE,Poção,6160,83.51,987,13.38,132,1.79,52,0.7,0,0.0,2295,22.65,119,1.52,342,4.36
PE,Pombos,10060,64.39,4976,31.85,282,1.81,210,1.34,1,0.01,2428,12.69,378,2.26,699,4.19
PE,Primavera,5879,70.92,2113,25.49,144,1.74,104,1.25,0,0.0,2688,23.52,169,1.94,280,3.20
PE,Quipapá,8622,80.01,1817,16.86,177,1.64,99,0.92,2,0.02,6357,35.56,209,1.81,533,4.63
PE,Quixaba,4288,88.96,429,8.9,57,1.18,15,0.31,0,0.0,1147,18.78,42,0.84,100,2.02
PE,Recife,538562,54.03,390904,39.22,28102,2.82,30307,3.04,103,0.01,172468,14.17,15770,1.51,31816,3.05
PE,Riacho das Almas,11358,70.7,4108,25.57,344,2.14,123,0.77,0,0.0,2459,12.52,373,2.17,740,4.31
PE,Ribeirão,14553,68.37,5970,28.05,401,1.88,269,1.26,0,0.0,5806,20.60,343,1.53,750,3.35
PE,Rio Formoso,8562,70.49,3174,26.13,214,1.76,159,1.31,0,0.0,3551,21.74,170,1.33,466,3.65
PE,Sairé,6170,69.58,2311,26.06,243,2.74,106,1.2,0,0.0,1483,13.47,222,2.33,437,4.59
PE,Salgadinho,3891,75.16,1095,21.15,92,1.78,64,1.24,0,0.0,1924,26.16,66,1.21,189,3.48
PE,Salgueiro,25615,78.96,5588,17.23,842,2.6,226,0.7,2,0.01,8131,19.45,395,1.18,833,2.47
PE,Saloá,7637,86.83,929,10.56,135,1.53,69,0.78,0,0.0,4165,30.87,113,1.21,421,4.51
PE,Sanharó,9496,78.38,2221,18.33,249,2.06,99,0.82,1,0.01,3207,20.03,182,1.42,508,3.97
PE,Santa Cruz,8429,85.72,1140,11.59,172,1.75,55,0.56,0,0.0,2269,18.30,58,0.57,236,2.33
PE,Santa Cruz da Baixa Verde,6064,84.35,918,12.77,94,1.31,80,1.11,0,0.0,1595,17.47,69,0.91,278,3.69
PE,Santa Cruz do Capibaribe,23517,46.11,24637,48.31,1654,3.24,852,1.67,1,0.0,8657,14.01,751,1.41,1387,2.61
PE,Santa Filomena,7786,84.53,1003,10.89,247,2.68,95,1.03,0,0.0,2929,23.57,47,0.49,241,2.54
PE,Santa Maria da Boa Vista,18836,80.95,3481,14.96,560,2.41,210,0.9,0,0.0,6931,22.35,230,0.96,588,2.44
PE,Santa Maria do Cambucá,5873,69.73,2230,26.48,174,2.07,98,1.16,0,0.0,2269,20.31,167,1.87,314,3.53
PE,Santa Terezinha,4990,82.18,859,14.15,120,1.98,61,1.0,0,0.0,1614,20.21,70,1.10,231,3.62
PE,São Benedito do Sul,4117,76.94,1045,19.53,118,2.21,41,0.77,0,0.0,2978,33.73,113,1.94,387,6.61
PE,São Bento do Una,19472,73.77,5927,22.46,615,2.33,287,1.09,0,0.0,8804,24.09,403,1.46,944,3.40
PE,São Caitano,18056,76.17,4683,19.76,590,2.49,229,0.97,1,0.0,4826,15.99,468,1.85,1182,4.66
PE,São João,11311,84.87,1630,12.23,232,1.74,113,0.85,1,0.01,4826,25.59,146,1.04,561,4.00
PE,São Joaquim do Monte,9531,72.57,3088,23.51,295,2.25,168,1.28,2,0.02,3281,18.94,229,1.63,684,4.87
PE,São José da Coroa Grande,6724,57.91,4567,39.33,152,1.31,126,1.09,0,0.0,3949,24.44,199,1.63,398,3.26
PE,São José do Belmonte,16519,86.12,2108,10.99,323,1.68,130,0.68,1,0.01,6329,23.91,216,1.07,739,3.67
PE,São José do Egito,13915,78.84,3213,18.2,339,1.92,127,0.72,1,0.01,4517,19.58,222,1.19,684,3.69
PE,São Lourenço da Mata,38450,60.49,21834,34.35,1493,2.35,1323,2.08,5,0.01,10375,13.37,1217,1.81,2425,3.61
PE,São Vicente Férrer,8020,75.28,2236,20.99,236,2.22,122,1.15,0,0.0,2890,20.43,158,1.40,447,3.97
PE,Serra Talhada,35650,76.61,9424,20.25,910,1.96,365,0.78,4,0.01,11236,18.69,565,1.16,1785,3.65
PE,Serrita,10252,87.46,1023,8.73,251,2.14,80,0.68,1,0.01,3937,24.41,85,0.70,382,3.13
PE,Sertânia,15521,84.19,2362,12.81,364,1.97,117,0.63,0,0.0,6796,26.04,226,1.17,639,3.31
PE,Sirinhaém,13807,65.54,6536,31.02,378,1.79,251,1.19,1,0.0,6112,21.54,381,1.71,812,3.65
PE,Solidão,3713,88.01,441,10.45,35,0.83,19,0.45,0,0.0,1198,21.54,27,0.61,119,2.73
PE,Surubim,24534,67.96,10195,28.24,747,2.07,409,1.13,2,0.01,7811,16.98,827,2.17,1262,3.30
PE,Tabira,13052,82.47,2368,14.96,247,1.56,85,0.54,0,0.0,4072,19.88,186,1.13,402,2.45
PE,Tacaimbó,5985,75.83,1531,19.4,267,3.38,64,0.81,0,0.0,1875,18.15,205,2.42,359,4.25
PE,Tacaratu,11169,85.92,1480,11.38,191,1.47,114,0.88,0,0.0,3666,21.32,107,0.79,423,3.13
PE,Tamandaré,9254,66.08,4298,30.69,208,1.49,183,1.31,0,0.0,3607,19.75,222,1.51,426,2.91
PE,Taquaritinga do Norte,9425,56.24,6777,40.44,311,1.86,181,1.08,0,0.0,3199,15.48,300,1.72,404,2.31
PE,Terezinha,3870,82.45,696,14.83,79,1.68,41,0.87,0,0.0,1614,24.31,73,1.46,258,5.13
PE,Terra Nova,6081,90.28,460,6.83,133,1.97,40,0.59,0,0.0,1277,15.58,47,0.68,137,1.98
PE,Timbaúba,21021,65.67,9534,29.78,739,2.31,570,1.78,1,0.0,8494,20.04,551,1.63,1329,3.92
PE,Toritama,14495,54.58,11140,41.95,582,2.19,228,0.86,1,0.0,4941,15.23,422,1.54,517,1.88
PE,Tracunhaém,6093,68.89,2456,27.77,135,1.53,114,1.29,0,0.0,1796,16.12,189,2.02,315,3.37
PE,Trindade,12247,73.32,3666,21.95,414,2.48,144,0.86,0,0.0,5512,24.04,192,1.11,525,3.01
PE,Triunfo,7475,83.15,1163,12.94,210,2.34,116,1.29,0,0.0,2051,17.92,67,0.71,337,3.59
PE,Tupanatinga,9516,81.29,1713,14.63,226,1.93,110,0.94,0,0.0,5879,32.04,149,1.20,614,4.92
PE,Tuparetama,5347,85.31,753,12.01,121,1.93,19,0.3,0,0.0,1630,20.22,52,0.81,112,1.74
PE,Venturosa,8615,80.61,1658,15.51,303,2.84,74,0.69,0,0.0,3236,22.39,117,1.04,414,3.69
PE,Verdejante,5269,86.56,604,9.92,117,1.92,44,0.72,0,0.0,1451,18.52,65,1.02,233,3.65
PE,Vertente do Lério,4693,78.93,1013,17.04,123,2.07,67,1.13,0,0.0,1449,18.72,113,1.79,234,3.72
PE,Vertentes,8663,69.34,3395,27.18,247,1.98,120,0.96,0,0.0,3308,20.03,238,1.80,478,3.62
PE,Vicência,10797,66.37,4846,29.79,317,1.95,235,1.44,1,0.01,4808,21.76,284,1.64,735,4.25
PE,Vitória de Santo Antão,45849,57.16,30453,37.97,1807,2.25,1665,2.08,5,0.01,14279,14.39,1627,1.91,3096,3.65
PE,Xexéu,5064,68.81,1948,26.47,151,2.05,98,1.33,0,0.0,2648,25.34,144,1.84,297,3.81
PI,Acauã,4647,87.68,448,8.45,138,2.6,48,0.91,0,0.0,604,9.94,63,1.15,110,2.01
PI,Agricolândia,3135,81.07,542,14.02,90,2.33,78,2.02,0,0.0,1040,20.54,39,0.97,117,2.91
PI,Água Branca,8835,71.54,3041,24.63,263,2.13,145,1.17,0,0.0,2598,17.01,80,0.63,242,1.91
PI,Alagoinha do Piauí,3648,74.78,979,20.07,122,2.5,61,1.25,0,0.0,809,13.71,56,1.10,159,3.12
PI,Alegrete do Piauí,2665,78.61,587,17.32,87,2.57,30,0.88,0,0.0,876,20.19,20,0.58,52,1.50
PI,Alto Longá,8253,80.47,1442,14.06,294,2.87,175,1.71,0,0.0,1713,13.93,52,0.49,278,2.63
PI,Altos,22770,80.76,3984,14.13,664,2.36,542,1.92,1,0.0,4532,13.45,263,0.90,694,2.38
PI,Alvorada do Gurguéia,2826,80.49,545,15.52,47,1.34,55,1.57,0,0.0,786,17.92,21,0.58,69,1.92
PI,Amarante,9683,82.51,1537,13.1,257,2.19,163,1.39,0,0.0,3043,20.12,79,0.66,266,2.20
PI,Angical do Piauí,4092,79.23,853,16.52,101,1.96,92,1.78,0,0.0,1460,21.47,39,0.73,135,2.53
PI,Anísio de Abreu,4814,85.92,582,10.39,117,2.09,66,1.18,0,0.0,1160,16.83,31,0.54,97,1.69
PI,Antônio Almeida,1626,70.21,586,25.3,44,1.9,38,1.64,0,0.0,556,18.92,18,0.75,48,2.02
PI,Aroazes,3618,83.54,564,13.02,79,1.82,39,0.9,0,0.0,1104,19.83,26,0.59,105,2.35
PI,Aroeiras do Itaim,2633,82.0,456,14.2,67,2.09,17,0.53,0,0.0,354,9.62,30,0.90,84,2.53
PI,Arraial,2696,81.87,409,12.42,81,2.46,75,2.28,0,0.0,813,19.42,22,0.65,58,1.72
PI,Assunção do Piauí,4316,86.29,443,8.86,140,2.8,54,1.08,0,0.0,1846,26.14,54,1.03,160,3.07
PI,Avelino Lopes,5165,73.79,1392,19.89,192,2.74,178,2.54,0,0.0,1946,21.07,63,0.86,228,3.13
PI,Baixa Grande do Ribeiro,5675,69.06,2210,26.9,172,2.09,118,1.44,0,0.0,1240,12.84,50,0.59,148,1.76
PI,Barra D'Alcântara,2111,83.14,328,12.92,70,2.76,18,0.71,0,0.0,731,21.54,28,1.05,95,3.57
PI,Barras,20919,75.94,5229,18.98,643,2.33,556,2.02,0,0.0,7789,21.43,255,0.89,760,2.66
PI,Barreiras do Piauí,1987,77.2,450,17.48,52,2.02,60,2.33,0,0.0,844,24.18,23,0.87,50,1.89
PI,Barro Duro,3229,72.2,1038,23.21,98,2.19,80,1.79,0,0.0,1322,22.45,30,0.66,65,1.42
PI,Batalha,11708,73.64,3347,21.05,305,1.92,372,2.34,0,0.0,5723,25.70,161,0.97,483,2.92
PI,Bela Vista do Piauí,2310,79.16,321,11.0,195,6.68,43,1.47,0,0.0,298,8.82,57,1.85,106,3.44
PI,Belém do Piauí,2038,81.55,329,13.17,77,3.08,40,1.6,0,0.0,390,13.17,27,1.05,46,1.79
PI,Beneditinos,6277,83.98,814,10.89,174,2.33,133,1.78,0,0.0,1556,16.74,44,0.57,219,2.83
PI,Bertolínia,2740,74.34,739,20.05,105,2.85,60,1.63,0,0.0,715,15.86,31,0.82,77,2.03
PI,Betânia do Piauí,3881,88.83,317,7.26,92,2.11,33,0.76,0,0.0,760,14.29,24,0.53,164,3.60
PI,Boa Hora,3817,78.41,769,15.8,163,3.35,66,1.36,0,0.0,1333,20.88,50,0.99,132,2.61
PI,Bocaina,3438,77.29,807,18.14,85,1.91,78,1.75,0,0.0,637,12.34,22,0.48,55,1.22
PI,Bom Jesus,10360,67.59,4165,27.17,419,2.73,279,1.82,0,0.0,2840,15.24,125,0.80,345,2.18
PI,Bom Princípio do Piauí,3850,77.75,908,18.34,104,2.1,69,1.39,0,0.0,958,15.74,57,1.11,119,2.32
PI,Bonfim do Piauí,3526,89.67,254,6.46,64,1.63,62,1.58,0,0.0,877,17.65,32,0.79,127,3.10
PI,Boqueirão do Piauí,3412,83.38,495,12.1,102,2.49,62,1.52,0,0.0,1244,22.74,32,0.75,103,2.44
PI,Brasileira,4716,81.69,811,14.05,118,2.04,64,1.11,0,0.0,1665,21.85,39,0.65,144,2.42
PI,Brejo do Piauí,2743,89.88,252,8.26,26,0.85,22,0.72,0,0.0,628,16.77,10,0.32,54,1.73
PI,Buriti dos Lopes,9592,72.5,3089,23.35,291,2.2,162,1.22,0,0.0,2840,17.25,84,0.61,313,2.30
PI,Buriti dos Montes,4640,85.51,533,9.82,160,2.95,59,1.09,0,0.0,884,13.77,25,0.45,85,1.54
PI,Cabeceiras do Piauí,5938,84.91,681,9.74,187,2.67,121,1.73,0,0.0,1945,21.13,57,0.78,212,2.92
PI,Cajazeiras do Piauí,2280,82.94,313,11.39,69,2.51,38,1.38,0,0.0,601,17.33,31,1.08,86,3.00
PI,Cajueiro da Praia,4368,78.22,990,17.73,142,2.54,48,0.86,0,0.0,1076,15.80,53,0.93,96,1.67
PI,Caldeirão Grande do Piauí,3448,81.13,549,12.92,189,4.45,49,1.15,0,0.0,624,12.61,33,0.76,41,0.95
PI,Campinas do Piauí,3635,90.92,265,6.63,47,1.18,31,0.78,0,0.0,1070,20.54,31,0.75,110,2.66
PI,Campo Alegre do Fidalgo,3174,87.63,328,9.06,54,1.49,25,0.69,0,0.0,585,13.51,24,0.64,100,2.67
PI,Campo Grande do Piauí,3279,84.84,396,10.25,112,2.9,43,1.11,0,0.0,916,18.32,46,1.13,174,4.26
PI,Campo Largo do Piauí,3232,79.12,649,15.89,71,1.74,84,2.06,0,0.0,990,18.91,38,0.89,123,2.90
PI,Campo Maior,20533,72.86,5936,21.06,904,3.21,561,1.99,0,0.0,5465,15.75,284,0.97,769,2.63
PI,Canavieira,2136,82.41,348,13.43,63,2.43,32,1.23,0,0.0,682,20.44,19,0.72,43,1.62
PI,Canto do Buriti,9073,77.77,1998,17.13,275,2.36,235,2.01,0,0.0,3237,21.02,138,1.14,359,2.95
PI,Capitão Gervásio Oliveira,2730,90.58,212,7.03,41,1.36,17,0.56,0,0.0,530,14.56,20,0.65,76,2.44
PI,Capitão de Campos,6155,80.18,1070,13.94,280,3.65,97,1.26,0,0.0,2106,20.79,91,1.14,256,3.19
PI,Caracol,5319,83.99,736,11.62,114,1.8,72,1.14,1,0.02,1418,17.83,53,0.81,148,2.27
PI,Caraúbas do Piauí,2998,75.84,761,19.25,113,2.86,43,1.09,0,0.0,855,17.17,35,0.85,137,3.32
PI,Caridade do Piauí,3257,86.19,355,9.39,103,2.73,49,1.3,0,0.0,793,16.82,25,0.64,118,3.01
PI,Castelo do Piauí,8914,74.62,2433,20.37,358,3.0,143,1.2,0,0.0,3683,22.91,133,1.07,315,2.54
PI,Caxingó,3560,80.91,571,12.98,148,3.36,79,1.8,0,0.0,844,15.50,61,1.33,140,3.04
PI,Cocal,12642,76.48,3113,18.83,411,2.49,218,1.32,0,0.0,3732,17.68,241,1.38,611,3.52
PI,Cocal de Telha,2902,87.17,310,9.31,60,1.8,41,1.23,0,0.0,1047,23.20,28,0.81,109,3.14
PI,Cocal dos Alves,3758,88.97,304,7.2,99,2.34,33,0.78,0,0.0,1023,18.93,65,1.48,91,2.08
PI,Coivaras,3435,78.55,706,16.14,116,2.65,89,2.04,0,0.0,541,10.74,29,0.65,94,2.09
PI,Colônia do Gurguéia,3207,78.47,732,17.91,84,2.06,42,1.03,0,0.0,953,18.50,17,0.40,93,2.22
PI,Colônia do Piauí,3907,84.46,547,11.82,88,1.9,49,1.06,1,0.02,1466,23.49,43,0.90,107,2.24
PI,Conceição do Canindé,2968,81.4,464,12.73,86,2.36,86,2.36,0,0.0,750,16.32,41,1.07,158,4.11
PI,Coronel José Dias,3579,89.36,285,7.12,61,1.52,48,1.2,0,0.0,607,12.87,24,0.59,82,1.99
PI,Corrente,11012,71.31,3570,23.12,378,2.45,363,2.35,1,0.01,4240,20.98,117,0.73,414,2.59
PI,Cristalândia do Piauí,3478,82.2,553,13.07,79,1.87,61,1.44,0,0.0,1008,18.65,26,0.59,141,3.21
PI,Cristino Castro,4773,79.47,1026,17.08,103,1.71,76,1.27,0,0.0,1488,19.30,41,0.66,174,2.80
PI,Curimatá,5095,74.5,1456,21.29,119,1.74,136,1.99,0,0.0,1660,19.05,64,0.91,152,2.15
PI,Currais,3492,81.57,644,15.04,70,1.64,59,1.38,0,0.0,761,14.79,16,0.36,88,2.01
PI,Curral Novo do Piauí,3371,90.06,278,7.43,57,1.52,27,0.72,0,0.0,671,14.75,34,0.88,101,2.60
PI,Curralinhos,3390,84.37,484,12.05,65,1.62,69,1.72,0,0.0,710,14.78,22,0.54,54,1.32
PI,Demerval Lobão,7385,75.63,1879,19.24,197,2.02,215,2.2,0,0.0,2026,16.70,73,0.72,267,2.64
PI,Dirceu Arcoverde,4214,87.16,421,8.71,94,1.94,50,1.03,0,0.0,1020,17.12,19,0.39,83,1.68
PI,Dom Expedito Lopes,4177,79.47,837,15.92,150,2.85,60,1.14,0,0.0,687,11.27,54,1.00,100,1.85
