ESTADO,MUNICíPIO,LULA VOTOS,LULA VOTOS PERCENTUAL,BOLSONARO VOTOS,BOLSONARO PERCENTUAL,CIRO VOTOS,CIRO VOTOS PERCENTUAL,TEBET VOTOS,TEBET VOTOS PERCENTUAL,OUTROS VOTOS,OUTROS VOTOS PERCENTUAL,ABSTENÇÕES,ABSTENÇÕES PERCENTUAL,VOTOS BRANCOS,VOTOS BRANCOS PERCENTUAL,VOTOS NULOS,VOTOS NULOS PERCENTUAL
BA,Rodelas,4823,81.7,893,15.13,121,2.05,37,0.63,0,0.0,1288,17.54,28,0.46,126,2.08
BA,Ruy Barbosa,12842,75.05,3580,20.92,237,1.39,279,1.63,0,0.0,6793,27.09,216,1.19,955,5.22
BA,Salinas da Margarida,8823,82.1,1477,13.74,171,1.59,194,1.81,0,0.0,2979,20.90,173,1.53,357,3.17
BA,Salvador,1022728,66.99,367452,24.07,60766,3.98,54441,3.57,198,0.01,355473,17.90,30233,1.85,73672,4.52
BA,Santa Bárbara,11958,78.75,2542,16.74,278,1.83,285,1.88,0,0.0,3725,19.05,158,1.00,484,3.06
BA,Santa Brígida,7219,83.82,1050,12.19,209,2.43,73,0.85,0,0.0,3393,27.28,79,0.88,353,3.90
BA,Santa Cruz Cabrália,9605,61.05,5392,34.27,305,1.94,325,2.07,0,0.0,5710,25.70,234,1.42,540,3.27
BA,Santa Cruz da Vitória,2005,62.0,1011,31.26,75,2.32,101,3.12,0,0.0,1638,32.51,21,0.62,146,4.29
BA,Santa Inês,4772,82.93,770,13.38,108,1.88,67,1.16,0,0.0,2505,29.20,96,1.58,223,3.67
BA,Santa Luzia,4055,66.61,1708,28.06,92,1.51,140,2.3,0,0.0,3518,35.43,56,0.87,268,4.18
BA,Santa Maria da Vitória,16489,71.64,5498,23.89,409,1.78,360,1.56,1,0.0,7655,24.07,257,1.07,877,3.63
BA,Santa Rita de Cássia,12689,76.83,3102,18.78,272,1.65,322,1.95,1,0.01,6137,26.23,216,1.25,533,3.09
BA,Santa Terezinha,5242,79.03,1108,16.7,110,1.66,124,1.87,0,0.0,2318,24.82,96,1.37,293,4.17
BA,Santaluz,17348,73.13,5101,21.5,584,2.46,446,1.88,0,0.0,7001,21.82,341,1.36,1029,4.10
BA,Santana,11374,72.84,3723,23.84,220,1.41,184,1.18,0,0.0,5111,23.79,161,0.98,602,3.68
BA,Santanópolis,5558,81.36,974,14.26,116,1.7,116,1.7,0,0.0,2043,21.97,143,1.97,284,3.91
BA,Santo Amaro,30223,81.5,4727,12.75,843,2.27,875,2.36,1,0.0,10746,21.58,635,1.63,1320,3.38
BA,Santo Antônio de Jesus,38286,65.86,16632,28.61,1148,1.97,1513,2.6,2,0.0,13406,17.98,796,1.30,2245,3.67
BA,Santo Estevão,24204,82.0,4147,14.05,474,1.61,452,1.53,2,0.01,6844,18.07,385,1.24,1134,3.65
BA,São Desidério,13454,68.78,5373,27.47,321,1.64,242,1.24,0,0.0,4489,18.15,179,0.89,511,2.52
BA,São Domingos,4522,71.89,1356,21.56,208,3.31,140,2.23,0,0.0,1340,16.96,81,1.24,191,2.91
BA,São Felipe,10025,74.96,2647,19.79,260,1.94,285,2.13,1,0.01,3781,21.29,207,1.48,399,2.85
BA,São Félix,6545,81.06,1066,13.2,176,2.18,182,2.25,0,0.0,2235,20.94,137,1.62,227,2.69
BA,São Félix do Coribe,6077,63.09,3102,32.2,201,2.09,174,1.81,0,0.0,2366,18.94,102,1.01,393,3.88
BA,São Francisco do Conde,20955,81.68,3343,13.03,435,1.7,622,2.42,2,0.01,6025,18.33,388,1.45,792,2.95
BA,São Gabriel,10943,86.04,1372,10.79,216,1.7,100,0.79,0,0.0,2506,15.96,114,0.86,368,2.79
BA,São Gonçalo dos Campos,18343,79.11,3665,15.81,350,1.51,611,2.64,1,0.0,5078,17.27,340,1.40,801,3.29
BA,São José da Vitória,2139,58.93,1266,34.88,72,1.98,102,2.81,0,0.0,1297,25.53,45,1.19,108,2.85
BA,São José do Jacuípe,4611,75.27,1168,19.07,166,2.71,121,1.98,0,0.0,2221,25.22,134,2.03,325,4.94
BA,São Miguel das Matas,5649,76.52,1444,19.56,125,1.69,75,1.02,0,0.0,1653,17.65,69,0.89,259,3.36
BA,São Sebastião do Passé,22275,83.69,3069,11.53,636,2.39,425,1.6,1,0.0,7285,20.72,338,1.21,923,3.31
BA,Sapeaçu,9300,76.88,2120,17.53,220,1.82,289,2.39,1,0.01,2666,17.31,199,1.57,441,3.46
BA,Sátiro Dias,7526,76.89,1671,17.07,297,3.03,167,1.71,0,0.0,4025,28.02,137,1.33,414,4.00
BA,Saubara,7339,77.24,1689,17.78,176,1.85,224,2.36,0,0.0,2788,21.85,152,1.52,319,3.20
BA,Saúde,4932,75.83,1252,19.25,123,1.89,122,1.88,1,0.02,2424,26.09,76,1.10,286,4.17
BA,Seabra,22505,83.85,3397,12.66,505,1.88,248,0.92,1,0.0,5308,15.94,280,1.00,872,3.12
BA,Sebastião Laranjeiras,3931,74.04,1167,21.98,99,1.86,77,1.45,0,0.0,1593,22.13,66,1.17,232,4.14
BA,Senhor do Bonfim,25238,63.78,11990,30.3,1014,2.56,903,2.28,1,0.0,10187,19.62,703,1.68,1451,3.48
BA,Sento Sé,16270,73.32,5064,22.82,383,1.73,325,1.46,0,0.0,7931,25.72,214,0.94,507,2.21
BA,Serra Dourada,6970,64.53,3432,31.77,126,1.17,153,1.42,0,0.0,3992,26.11,138,1.22,358,3.17
BA,Serra Preta,10663,82.42,1770,13.68,212,1.64,193,1.49,0,0.0,4122,23.34,159,1.18,446,3.29
BA,Serra do Ramalho,14191,75.76,3809,20.33,342,1.83,232,1.24,0,0.0,7040,26.47,201,1.03,620,3.17
BA,Serrinha,35341,73.14,10496,21.72,1040,2.15,1056,2.19,4,0.01,10352,16.81,640,1.25,2278,4.45
BA,Serrolândia,5486,70.16,1938,24.79,152,1.94,160,2.05,0,0.0,1952,18.93,96,1.15,446,5.33
BA,Simões Filho,46408,69.53,15715,23.54,1783,2.67,2019,3.02,7,0.01,16970,19.39,1220,1.73,2562,3.63
BA,Sítio do Mato,6112,75.6,1663,20.57,154,1.9,99,1.22,0,0.0,2587,23.69,70,0.84,179,2.15
BA,Sítio do Quinto,5885,80.57,1075,14.72,202,2.77,96,1.31,0,0.0,2541,24.89,59,0.77,305,3.98
BA,Sobradinho,11323,75.21,3075,20.43,395,2.62,209,1.39,0,0.0,4423,22.13,149,0.95,362,2.33
BA,Souto Soares,9615,88.24,895,8.21,181,1.66,135,1.24,1,0.01,3296,22.80,96,0.86,169,1.51
BA,Tabocas do Brejo Velho,6137,79.25,1272,16.43,131,1.69,137,1.77,0,0.0,2969,26.93,88,1.09,223,2.77
BA,Tanhaçu,10333,74.9,2816,20.41,340,2.46,203,1.47,0,0.0,3414,19.13,168,1.16,467,3.24
BA,Tanque Novo,8987,82.44,1506,13.82,238,2.18,110,1.01,0,0.0,2984,20.57,170,1.48,452,3.92
BA,Tanquinho,4621,78.06,1087,18.36,103,1.74,74,1.25,0,0.0,1355,18.12,50,0.82,153,2.50
BA,Taperoá,7785,75.04,2086,20.11,164,1.58,221,2.13,0,0.0,3239,22.65,166,1.50,522,4.72
BA,Tapiramutá,6230,80.96,1155,15.01,142,1.85,84,1.09,0,0.0,3618,30.18,103,1.23,571,6.82
BA,Teixeira de Freitas,38327,48.81,35936,45.77,1846,2.35,1825,2.32,2,0.0,30587,27.17,1052,1.28,2419,2.95
BA,Teodoro Sampaio,4580,86.66,463,8.76,118,2.23,72,1.36,0,0.0,1384,19.95,59,1.06,210,3.78
BA,Teofilândia,10962,84.32,1521,11.7,273,2.1,136,1.05,0,0.0,5282,27.94,122,0.90,499,3.66
BA,Teolândia,6489,76.18,1669,19.59,168,1.97,124,1.46,0,0.0,2697,23.09,100,1.12,363,4.04
BA,Terra Nova,6246,80.33,1089,14.01,179,2.3,179,2.3,0,0.0,2208,21.16,113,1.38,340,4.13
BA,Tremedal,8156,76.65,1919,18.03,204,1.92,184,1.73,0,0.0,5230,31.73,101,0.90,510,4.53
BA,Tucano,23420,77.8,5309,17.64,593,1.97,516,1.71,1,0.0,8002,20.27,327,1.04,1048,3.33
BA,Uauá,13638,83.16,1999,12.19,413,2.52,232,1.41,1,0.01,5421,24.05,174,1.01,544,3.18
BA,Ubaíra,8187,69.97,2948,25.19,238,2.03,225,1.92,1,0.01,4317,25.81,192,1.54,517,4.17
BA,Ubaitaba,6278,61.47,3310,32.41,244,2.39,287,2.81,1,0.01,3612,25.33,102,0.95,334,3.14
BA,Ubatã,5618,63.66,2674,30.3,177,2.01,264,2.99,0,0.0,2663,22.30,112,1.20,342,3.69
BA,Uibaí,7339,78.5,1644,17.58,221,2.36,90,0.96,0,0.0,2350,19.40,105,1.08,312,3.19
BA,Umburanas,5932,69.97,2182,25.74,123,1.45,160,1.89,1,0.01,2053,18.71,98,1.10,342,3.83
BA,Una,6485,57.77,3911,34.84,217,1.93,423,3.77,0,0.0,4133,25.83,152,1.28,493,4.15
BA,Urandi,7707,79.11,1749,17.95,120,1.23,109,1.12,1,0.01,3206,23.87,141,1.38,343,3.35
BA,Uruçuca,7916,60.08,4617,35.04,221,1.68,237,1.8,1,0.01,4891,26.14,132,0.95,511,3.70
BA,Utinga,7225,77.35,1705,18.25,176,1.88,128,1.37,0,0.0,3547,26.62,75,0.77,361,3.69
BA,Valença,31207,65.39,13552,28.4,994,2.08,1387,2.91,4,0.01,13012,20.20,1100,2.14,2562,4.99
BA,Valente,9990,64.46,4440,28.65,517,3.34,360,2.32,0,0.0,3565,17.83,299,1.82,637,3.88
BA,Várzea Nova,5571,73.14,1613,21.18,227,2.98,113,1.48,0,0.0,2721,25.22,105,1.30,348,4.31
BA,Várzea da Roça,5830,75.69,1477,19.18,206,2.67,118,1.53,0,0.0,3092,26.92,204,2.43,490,5.84
BA,Várzea do Poço,3717,72.1,1152,22.35,135,2.62,106,2.06,0,0.0,1660,23.51,66,1.22,181,3.35
BA,Varzedo,5045,72.57,1554,22.35,131,1.88,156,2.24,0,0.0,1499,17.19,58,0.80,209,2.90
BA,Vera Cruz,19474,75.59,4946,19.2,427,1.66,663,2.57,0,0.0,6020,18.25,412,1.53,797,2.95
BA,Vereda,3198,66.96,1353,28.33,85,1.78,91,1.91,0,0.0,1808,26.61,43,0.86,168,3.37
BA,Vitória da Conquista,111892,55.4,73828,36.55,6274,3.11,7629,3.78,20,0.01,40349,16.00,2996,1.41,6884,3.25
BA,Wagner,3884,76.73,969,19.14,83,1.64,80,1.58,0,0.0,2022,27.55,58,1.09,198,3.72
BA,Wanderley,5814,70.63,2201,26.74,80,0.97,86,1.04,0,0.0,2445,22.42,64,0.76,165,1.95
BA,Wenceslau Guimarães,8412,69.52,2981,24.64,240,1.98,291,2.4,1,0.01,4211,24.97,133,1.05,423,3.34
BA,Xique-Xique,19828,77.03,4677,18.17,599,2.33,332,1.29,1,0.0,9769,26.59,248,0.91,986,3.66
CE,Abaiara,4870,85.54,594,10.43,183,3.21,29,0.51,0,0.0,1288,17.87,73,1.23,152,2.57
CE,Acarape,5996,62.17,3125,32.4,338,3.5,107,1.11,0,0.0,1529,13.23,157,1.57,225,2.24
CE,Acaraú,24551,69.46,8288,23.45,2093,5.92,198,0.56,1,0.0,8686,19.13,504,1.37,873,2.38
CE,Acopiara,23642,79.43,3950,13.27,1792,6.02,222,0.75,2,0.01,8421,21.38,463,1.49,743,2.40
CE,Aiuaba,7010,83.97,824,9.87,427,5.11,45,0.54,0,0.0,3079,26.22,88,1.02,227,2.62
CE,Alcântaras,5755,78.28,803,10.92,738,10.04,33,0.45,0,0.0,2060,21.29,91,1.19,171,2.25
CE,Altaneira,4283,85.81,350,7.01,318,6.37,24,0.48,0,0.0,1083,17.41,43,0.83,103,2.01
CE,Alto Santo,7772,79.99,1502,15.46,388,3.99,31,0.32,0,0.0,2789,21.84,93,0.93,174,1.74
CE,Amontada,19707,74.99,5010,19.07,1231,4.68,191,0.73,1,0.0,6386,19.07,315,1.16,510,1.88
CE,Antonina do Norte,4157,82.27,534,10.57,312,6.17,24,0.47,0,0.0,2076,28.42,53,1.02,123,2.35
CE,Apuiarés,7592,75.91,1733,17.33,555,5.55,84,0.84,0,0.0,1773,14.78,83,0.81,139,1.36
CE,Aquiraz,31902,62.63,15296,30.03,2605,5.11,761,1.49,1,0.0,8631,14.04,721,1.37,1170,2.21
CE,Aracati,30215,67.1,11451,25.43,2586,5.74,499,1.11,3,0.01,8077,14.75,753,1.61,914,1.96
CE,Aracoiaba,14809,73.83,4122,20.55,820,4.09,199,0.99,0,0.0,3467,14.44,216,1.06,270,1.31
CE,Ararendá,5441,75.79,1349,18.79,295,4.11,54,0.75,0,0.0,2258,23.42,74,1.00,129,1.75
CE,Araripe,11229,87.88,866,6.78,592,4.63,61,0.48,0,0.0,4975,27.41,115,0.88,285,2.16
CE,Aratuba,7041,75.19,1660,17.73,542,5.79,70,0.75,0,0.0,1876,16.24,109,1.12,202,2.09
CE,Arneiroz,4093,77.9,797,15.17,314,5.98,26,0.49,0,0.0,1672,23.65,41,0.76,104,1.93
CE,Assaré,11787,83.14,1527,10.77,719,5.07,74,0.52,0,0.0,5255,26.43,159,1.09,294,2.01
CE,Aurora,12040,80.33,1920,12.81,745,4.97,163,1.09,1,0.01,4329,21.75,191,1.22,395,2.54
CE,Baixio,3512,82.27,479,11.22,256,6.0,16,0.37,0,0.0,1218,21.80,40,0.92,59,1.35
CE,Banabuiú,9706,80.25,1781,14.73,520,4.3,49,0.41,0,0.0,2348,15.99,68,0.55,176,1.43
CE,Barbalha,28304,73.01,7861,20.28,1973,5.09,349,0.9,1,0.0,7897,16.46,514,1.29,807,2.01
CE,Barreira,8771,59.92,4945,33.78,582,3.98,203,1.39,0,0.0,2341,13.30,267,1.75,360,2.36
CE,Barro,10402,84.17,1242,10.05,537,4.35,121,0.98,0,0.0,3922,23.53,112,0.88,273,2.14
CE,Barroquinha,8307,76.32,1652,15.18,822,7.55,74,0.68,0,0.0,2669,19.21,111,0.98,233,2.08
CE,Baturité,16053,74.14,4369,20.18,952,4.4,165,0.76,1,0.0,4254,15.98,305,1.37,412,1.84
CE,Beberibe,23925,67.45,8870,25.01,2036,5.74,398,1.12,4,0.01,7968,17.71,562,1.51,991,2.68
CE,Bela Cruz,10385,66.12,3834,24.41,1343,8.55,70,0.45,0,0.0,3830,18.95,271,1.65,403,2.46
CE,Boa Viagem,26608,83.19,3478,10.87,1608,5.03,154,0.48,4,0.01,8038,19.59,328,0.99,679,2.06
CE,Brejo Santo,22469,79.25,4438,15.65,1200,4.23,124,0.44,2,0.01,6131,17.37,290,1.00,517,1.77
CE,Camocim,24217,64.88,8532,22.86,4053,10.86,340,0.91,5,0.01,9202,19.23,502,1.30,829,2.14
CE,Campos Sales,12689,83.84,1732,11.44,591,3.91,60,0.4,1,0.01,5804,27.07,169,1.09,337,2.15
CE,Canindé,34884,76.92,7942,17.51,1969,4.34,315,0.69,3,0.01,10804,18.76,410,0.88,1024,2.19
CE,Capistrano,9864,77.64,2088,16.43,598,4.71,94,0.74,0,0.0,2700,17.12,137,1.05,225,1.72
CE,Caridade,10777,78.99,2180,15.98,521,3.82,99,0.73,0,0.0,2608,15.67,137,0.98,260,1.85
CE,Cariré,8182,71.32,2393,20.86,709,6.18,99,0.86,0,0.0,2810,19.01,201,1.68,295,2.46
CE,Caririaçu,14877,78.98,2677,14.21,933,4.95,222,1.18,0,0.0,4608,19.19,172,0.89,392,2.02
CE,Cariús,9694,81.37,1668,14.0,406,3.41,91,0.76,0,0.0,2580,17.29,165,1.34,262,2.12
CE,Carnaubal,6933,68.3,2377,23.42,598,5.89,161,1.59,0,0.0,3140,22.67,137,1.28,423,3.95
CE,Cascavel,29681,64.52,12728,27.67,2544,5.53,702,1.53,1,0.0,8741,15.36,850,1.77,1321,2.74
CE,Catarina,5308,80.69,912,13.86,267,4.06,71,1.08,0,0.0,2719,28.67,46,0.68,142,2.10
CE,Catunda,5611,82.07,774,11.32,375,5.48,54,0.79,0,0.0,1549,18.17,45,0.64,92,1.32
CE,Caucaia,114030,58.54,63209,32.45,12723,6.53,3030,1.56,23,0.01,32238,13.68,2846,1.40,5696,2.80
CE,Cedro,12164,77.95,2202,14.11,1042,6.68,85,0.54,1,0.01,3958,19.67,172,1.07,387,2.39
CE,Chaval,6493,79.79,1147,14.09,417,5.12,50,0.61,0,0.0,2323,21.64,99,1.18,174,2.07
CE,Choró,7288,80.65,1326,14.67,287,3.18,71,0.79,0,0.0,1968,17.44,68,0.73,209,2.24
CE,Chorozinho,9953,71.18,3079,22.02,756,5.41,121,0.87,1,0.01,2537,14.78,295,2.02,350,2.39
CE,Coreaú,10985,73.2,2643,17.61,1139,7.59,110,0.73,0,0.0,3790,19.60,221,1.43,321,2.06
CE,Crateús,33294,74.52,8408,18.82,2421,5.42,321,0.72,1,0.0,10875,18.96,521,1.12,1274,2.74
CE,Crato,63197,81.08,10330,13.25,3449,4.43,639,0.82,4,0.01,12580,13.59,665,0.84,1404,1.75
CE,Croatá,8365,78.14,1467,13.7,711,6.64,103,0.96,0,0.0,3337,23.04,143,1.28,301,2.70
CE,Cruz,10695,63.68,4906,29.21,947,5.64,145,0.86,0,0.0,3956,18.49,252,1.44,394,2.26
CE,Deputado Irapuan Pinheiro,4840,83.45,552,9.52,365,6.29,26,0.45,0,0.0,1471,19.74,48,0.80,132,2.21
CE,Ererê,3494,82.33,515,12.13,184,4.34,35,0.82,0,0.0,1330,23.37,39,0.90,79,1.81
CE,Eusébio,21790,53.06,15728,38.3,2523,6.14,650,1.58,3,0.01,7436,14.92,576,1.35,779,1.84
CE,Farias Brito,11245,84.54,1307,9.83,598,4.5,103,0.77,0,0.0,2345,14.57,144,1.05,305,2.22
CE,Forquilha,9181,60.52,3653,24.08,2186,14.41,62,0.41,0,0.0,2731,14.71,255,1.61,410,2.59
CE,Fortaleza,802009,53.2,530162,35.17,130584,8.66,30491,2.02,142,0.01,308855,16.50,20208,1.29,35498,2.27
CE,Fortim,8141,66.17,3380,27.47,580,4.71,145,1.18,0,0.0,1898,12.98,149,1.17,272,2.14
CE,Frecheirinha,7098,70.34,2135,21.16,766,7.59,41,0.41,0,0.0,2074,16.44,144,1.37,305,2.89
CE,General Sampaio,4645,78.34,955,16.11,253,4.27,55,0.93,0,0.0,1447,19.27,60,0.99,74,1.22
CE,Graça,7693,84.07,895,9.78,479,5.23,41,0.45,0,0.0,3864,28.83,96,1.01,293,3.07
CE,Granja,27017,82.6,3711,11.35,1550,4.74,235,0.72,1,0.0,8145,19.24,455,1.33,1034,3.02
CE,Granjeiro,3705,84.94,454,10.41,154,3.53,36,0.83,0,0.0,1350,23.30,31,0.70,52,1.17
CE,Groaíras,4506,63.59,1793,25.3,654,9.23,76,1.07,0,0.0,1452,16.23,199,2.65,208,2.78
CE,Guaiúba,11888,73.14,3408,20.97,712,4.38,170,1.05,1,0.01,2556,13.24,175,1.05,327,1.95
CE,Guaraciaba do Norte,17541,71.68,4918,20.1,1667,6.81,206,0.84,3,0.01,7264,22.19,363,1.42,639,2.51
CE,Guaramiranga,3579,74.94,875,18.32,265,5.55,43,0.9,0,0.0,959,16.31,48,0.98,98,1.99
CE,Hidrolândia,8753,73.47,2122,17.81,936,7.86,58,0.49,0,0.0,2672,17.90,103,0.84,243,1.98
CE,Horizonte,28683,61.37,14302,30.6,2873,6.15,561,1.2,1,0.0,8681,15.06,943,1.92,1286,2.63
CE,Ibaretama,7809,77.54,1615,16.04,525,5.21,58,0.58,0,0.0,1779,14.67,94,0.91,179,1.73
CE,Ibiapina,9813,68.67,2876,20.13,1374,9.62,141,0.99,0,0.0,3713,19.90,232,1.55,424,2.84
CE,Ibicuitinga,7232,74.18,2050,21.03,332,3.41,65,0.67,0,0.0,1957,16.27,138,1.37,187,1.86
CE,Icapuí,9430,68.33,3605,26.12,643,4.66,77,0.56,0,0.0,2257,13.68,228,1.60,213,1.50
CE,Icó,28700,76.73,6339,16.95,1839,4.92,248,0.66,1,0.0,10478,21.36,412,1.07,755,1.96
CE,Iguatu,44168,78.99,8808,15.75,2315,4.14,417,0.75,4,0.01,10424,15.28,735,1.27,1145,1.98
CE,Independência,11777,72.95,3433,21.27,758,4.7,101,0.63,0,0.0,5170,23.72,147,0.89,333,2.00
CE,Ipaporanga,5991,79.39,1214,16.09,239,3.17,47,0.62,0,0.0,2125,21.46,64,0.82,167,2.15
CE,Ipaumirim,5875,80.98,957,13.19,372,5.13,39,0.54,0,0.0,2103,22.01,64,0.86,134,1.80
CE,Ipu,19207,77.11,4138,16.61,1265,5.08,135,0.54,3,0.01,8807,25.45,293,1.13,592,2.30
CE,Ipueiras,16852,74.83,3955,17.56,1383,6.14,198,0.88,3,0.01,10373,30.65,267,1.14,685,2.92
CE,Iracema,7258,80.69,1334,14.83,335,3.72,45,0.5,1,0.01,2734,22.87,62,0.67,164,1.78
CE,Irauçuba,11897,78.23,2320,15.26,860,5.65,73,0.48,0,0.0,2711,14.77,151,0.96,286,1.83
CE,Itaiçaba,3852,67.35,1377,24.08,420,7.34,44,0.77,0,0.0,962,14.07,59,1.01,99,1.68
CE,Itaitinga,15703,62.96,7531,30.19,1174,4.71,345,1.38,3,0.01,3962,13.25,346,1.34,657,2.53
CE,Itapajé,19627,62.83,9549,30.57,1641,5.25,248,0.79,1,0.0,5548,14.71,380,1.19,558,1.73
CE,Itapipoca,57530,74.01,14531,18.69,4794,6.17,475,0.61,7,0.01,13472,14.44,711,0.89,1350,1.69
CE,Itapiúna,9107,72.86,2487,19.9,726,5.81,80,0.64,0,0.0,2763,17.65,142,1.11,252,1.95
CE,Itarema,15197,62.28,7345,30.1,1460,5.98,203,0.83,0,0.0,6320,19.98,320,1.26,586,2.32
CE,Itatira,11115,80.9,2019,14.7,474,3.45,73,0.53,0,0.0,4233,22.88,116,0.81,411,2.88
CE,Jaguaretama,9622,80.45,1625,13.59,567,4.74,97,0.81,0,0.0,3364,21.45,130,1.06,231,1.87
CE,Jaguaribara,5341,78.34,1170,17.16,242,3.55,28,0.41,0,0.0,1615,18.71,61,0.87,138,1.97
CE,Jaguaribe,17139,77.88,3605,16.38,1009,4.58,155,0.7,1,0.0,5844,20.55,193,0.85,393,1.74
CE,Jaguaruana,14582,66.58,5735,26.18,1297,5.92,168,0.77,0,0.0,4498,16.29,621,2.69,592,2.56
CE,Jardim,12943,81.66,1836,11.58,797,5.03,163,1.03,1,0.01,5415,24.80,166,1.01,406,2.47
CE,Jati,4221,81.53,651,12.57,253,4.89,34,0.66,0,0.0,1416,20.84,64,1.19,138,2.57
CE,Jijoca de Jericoacoara,9297,64.7,4007,27.88,870,6.05,127,0.88,0,0.0,3320,18.24,179,1.20,333,2.24
CE,Juazeiro do Norte,109039,72.53,29937,19.91,8307,5.53,2158,1.44,10,0.01,29236,15.86,1748,1.13,3022,1.95
CE,Jucás,10979,75.55,2416,16.62,937,6.45,114,0.78,0,0.0,4454,22.72,247,1.63,371,2.45
CE,Lavras da Mangabeira,13969,79.13,2264,12.83,1214,6.88,124,0.7,0,0.0,5039,21.64,185,1.01,406,2.23
CE,Limoeiro do Norte,27138,72.62,7555,20.22,2228,5.96,268,0.72,2,0.01,6803,14.93,522,1.34,875,2.26
CE,Madalena,8908,80.12,1583,14.24,497,4.47,76,0.68,0,0.0,2383,17.27,103,0.91,190,1.66
CE,Maracanaú,82217,57.5,48379,33.84,9131,6.39,2011,1.41,11,0.01,20279,12.00,2073,1.39,3703,2.49
CE,Maranguape,41819,63.45,19594,29.73,3249,4.93,751,1.14,3,0.0,10958,13.83,845,1.24,1543,2.26
CE,Marco,8924,51.27,7198,41.36,1052,6.04,101,0.58,0,0.0,3775,17.20,315,1.73,450,2.48
CE,Martinópole,6698,81.21,1062,12.88,415,5.03,44,0.53,0,0.0,1443,14.47,94,1.10,184,2.16
CE,Massapê,16849,69.11,5112,20.97,2094,8.59,193,0.79,1,0.0,6335,19.85,552,2.16,653,2.55
CE,Mauriti,20297,75.86,4792,17.91,1333,4.98,212,0.79,0,0.0,6633,19.34,311,1.12,605,2.19
CE,Meruoca,7237,72.27,1447,14.45,1206,12.04,83,0.83,0,0.0,1731,14.28,168,1.62,205,1.97
CE,Milagres,14369,84.94,1622,9.59,725,4.29,153,0.9,0,0.0,4395,20.05,193,1.10,415,2.37
CE,Milhã,7223,81.96,1102,12.5,409,4.64,54,0.61,0,0.0,2583,22.29,51,0.56,143,1.59
CE,Miraíma,7647,81.79,1149,12.29,478,5.11,37,0.4,0,0.0,1988,17.19,68,0.71,160,1.67
CE,Missão Velha,18688,80.92,3188,13.81,965,4.18,186,0.81,1,0.0,5217,17.93,257,1.08,536,2.24
CE,Mombaça,18823,78.95,3770,15.81,814,3.41,247,1.04,1,0.0,7020,22.07,290,1.17,656,2.65
CE,Monsenhor Tabosa,8699,79.19,1666,15.17,522,4.75,42,0.38,1,0.01,4355,27.73,114,1.01,250,2.20
CE,Morada Nova,30684,69.91,9551,21.76,2910,6.63,439,1.0,2,0.0,8905,16.34,610,1.34,1077,2.36
CE,Moraújo,4511,74.76,1075,17.82,373,6.18,39,0.65,0,0.0,1234,16.46,85,1.36,143,2.28
CE,Morrinhos,7110,51.52,5872,42.55,603,4.37,80,0.58,0,0.0,3150,18.09,199,1.39,262,1.84
CE,Mucambo,6824,74.6,1476,16.13,716,7.83,55,0.6,0,0.0,4035,29.67,158,1.65,258,2.70
CE,Mulungu,5192,74.32,1435,20.54,278,3.98,54,0.77,0,0.0,1465,16.90,77,1.07,143,1.98
CE,Nova Olinda,7725,79.88,1428,14.77,422,4.36,68,0.7,0,0.0,2071,17.20,113,1.13,188,1.89
CE,Nova Russas,12565,68.95,4407,24.18,966,5.3,149,0.82,0,0.0,6431,25.35,242,1.28,474,2.50
CE,Novo Oriente,13621,80.39,2391,14.11,762,4.5,90,0.53,0,0.0,6274,26.25,217,1.24,468,2.65
CE,Ocara,14025,71.88,4226,21.66,943,4.83,201,1.03,1,0.01,3166,13.67,195,0.98,288,1.44
CE,Orós,10357,77.23,2379,17.74,542,4.04,78,0.58,2,0.01,5067,26.76,128,0.93,329,2.37
CE,Pacajus,25491,60.09,13144,30.99,2878,6.78,603,1.42,1,0.0,6924,13.51,750,1.70,1168,2.63
CE,Pacatuba,26037,60.38,13697,31.77,2542,5.9,550,1.28,2,0.0,6831,13.24,546,1.22,1107,2.47
CE,Pacoti,6134,75.11,1429,17.5,492,6.02,76,0.93,0,0.0,1842,17.79,108,1.27,235,2.76
CE,Pacujá,3788,80.58,441,9.38,396,8.42,50,1.06,0,0.0,1480,23.23,68,1.39,122,2.49
CE,Palhano,4704,63.8,1924,26.1,669,9.07,41,0.56,0,0.0,1332,14.96,77,1.02,122,1.61
CE,Palmácia,5469,73.73,1508,20.33,295,3.98,87,1.17,0,0.0,1550,16.79,81,1.06,183,2.38
CE,Paracuru,16787,66.93,6575,26.22,1219,4.86,288,1.15,2,0.01,5072,16.27,368,1.41,651,2.49
CE,Paraipaba,12787,60.53,6860,32.47,1081,5.12,254,1.2,0,0.0,3627,14.25,277,1.27,423,1.94
CE,Parambu,13672,69.9,4622,23.63,1066,5.45,111,0.57,1,0.01,8142,28.50,271,1.33,597,2.92
CE,Paramoti,6159,76.71,1404,17.49,334,4.16,96,1.2,0,0.0,1537,15.71,60,0.73,155,1.88
CE,Pedra Branca,21436,85.2,2586,10.28,941,3.74,116,0.46,1,0.0,7618,22.65,235,0.90,619,2.38
CE,Penaforte,5128,79.54,891,13.82,342,5.3,62,0.96,0,0.0,1275,15.99,102,1.52,152,2.27
CE,Pentecoste,19117,74.03,5392,20.88,969,3.75,188,0.73,0,0.0,4858,15.48,237,0.89,458,1.73
