muncod,Lula,Padre Kelmon,Sofia Manzano,Constituinte Eymael,Soraya Thronicke,Ciro Gomes,Vera,Simone Tebet,Jair Bolsonaro,Felipe D'Avila,Léo Péricles
pe24210,12857,13,3,1,50,276,2,189,3880,19,1
pe24236,31649,19,15,3,106,881,4,774,16386,62,10
pe24252,4547,3,0,0,9,196,0,22,608,0,0
pe24279,31678,26,14,1,158,1402,6,701,16885,62,6
pe24295,8795,7,4,0,10,231,0,44,1312,11,1
pe24317,13032,11,2,0,32,188,2,55,1474,5,0
pe24333,4089,2,0,0,22,89,0,41,868,4,0
pe24350,43924,34,15,3,241,1411,9,1239,21690,96,21
pe24376,5644,2,1,0,16,152,0,42,841,5,2
pe24511,9575,5,2,0,31,251,2,182,3393,5,3
pe24392,9507,3,0,0,14,127,5,33,940,3,1
pe24414,2843,1,0,0,3,38,0,14,353,5,0
pe24430,45294,29,7,11,305,1138,7,784,16142,49,8
pe24457,12952,9,2,1,44,392,0,147,2358,5,2
pe24473,2965,3,0,1,11,76,0,10,411,3,0
pe25976,12837,7,3,1,16,300,2,262,4634,16,1
pe24538,7253,4,0,0,7,116,1,60,1417,2,1
pe26336,10954,7,2,1,36,241,1,239,3950,6,3
pe24554,6934,5,0,0,28,206,0,136,2961,4,1
pe24490,11427,14,1,0,31,325,2,87,1977,19,2
pe24570,199245,225,105,34,1511,9329,76,8467,147345,767,146
pe23302,4773,1,1,0,10,145,0,46,1680,3,1
pe24597,8698,7,1,0,44,175,1,112,1916,7,5
pe23264,6707,3,0,0,13,144,0,61,1072,6,1
pe24635,6750,10,1,1,21,198,0,98,2480,5,1
pe24619,13629,15,5,4,136,383,1,235,3279,13,3
pe23124,6301,4,3,0,15,176,0,68,986,4,1
pe24651,7953,3,2,1,26,208,1,110,1296,5,0
pe24678,6641,5,1,0,83,249,0,68,1598,6,1
pe24694,9114,12,7,0,98,253,2,267,4056,22,3
pe23027,8188,3,2,1,20,196,4,142,3213,9,2
pe24716,6690,7,2,0,5,123,0,51,1063,6,0
pe24732,6728,2,1,1,11,182,1,63,1656,1,2
pe23183,12188,4,1,0,74,403,1,168,2587,6,0
pe24759,16037,9,8,1,53,732,1,275,6280,50,5
pe24775,24808,18,9,2,127,850,5,430,8855,28,4
pe24791,9253,9,2,1,31,355,5,190,4347,18,3
pe24813,6121,7,1,0,36,194,0,74,1595,8,0
pe23248,8167,3,0,0,25,120,7,56,852,3,0
pe24830,4229,6,0,0,17,116,0,42,1595,5,1
pe24856,6891,7,2,1,35,129,0,38,1426,1,2
pe25852,6161,2,0,0,17,192,0,52,732,3,1
pe24872,23781,23,6,1,105,910,5,727,11884,40,5
pe24899,12228,11,6,1,64,401,2,269,6893,11,5
pe24910,140857,137,89,20,904,6362,44,6216,91876,460,58
pe24937,10775,8,4,0,216,329,0,178,2425,8,1
pe24953,7378,4,0,1,98,230,1,50,1534,3,0
pe24970,29600,19,8,4,176,852,3,235,4455,21,4
pe24996,20606,15,7,2,148,695,3,380,8287,28,0
pe25011,3427,4,0,1,11,102,0,31,612,5,0
pe25038,11148,9,3,2,25,303,2,137,2984,7,1
pe25054,6968,6,0,0,11,165,0,71,1064,7,0
pe25070,12525,2,4,0,34,231,1,69,1200,5,0
pe25097,14430,15,2,0,49,424,1,159,4409,12,0
pe25119,20713,14,5,2,147,611,7,558,12692,28,5
pe25135,105562,113,74,15,662,5006,25,4506,70659,345,53
pe25151,11230,12,2,1,111,277,0,87,2051,12,3
pe25178,29993,19,4,1,58,628,1,463,5448,41,2
pe25216,120083,99,36,14,1589,5959,27,3401,52261,350,50
pe25194,15010,3,2,1,29,320,5,117,3178,15,2
pe25259,10060,14,5,1,56,282,4,210,4976,11,4
pe25232,6160,5,3,0,25,132,0,52,987,11,1
pe25275,5879,3,2,0,37,144,1,104,2113,7,0
pe25291,8622,4,4,2,43,177,2,99,1817,4,2
pe23000,4288,1,0,0,28,57,0,15,429,2,0
pe25313,538562,560,413,103,4027,28102,222,30307,390904,3113,383
pe25330,11358,11,2,2,102,344,0,123,4108,11,3
pe25356,14553,13,12,2,48,401,0,269,5970,17,2
pe25372,8562,5,6,0,17,214,1,159,3174,5,3
pe25399,6170,8,0,0,18,243,1,106,2311,6,4
pe25410,3891,8,1,0,23,92,1,64,1095,1,1
pe25437,25615,15,4,2,102,842,2,226,5588,37,8
pe25453,7637,3,1,0,12,135,2,69,929,7,0
pe25470,9496,7,2,1,25,249,3,99,2221,12,1
pe23108,8429,2,0,1,32,172,1,55,1140,1,0
pe23043,6064,7,1,0,19,94,0,80,918,5,1
pe25496,23517,16,7,1,201,1654,5,852,24637,104,4
pe23329,7786,3,0,0,71,247,1,95,1003,5,0
pe25518,18836,10,3,0,152,560,4,210,3481,12,1
pe25534,5873,2,1,1,35,174,0,98,2230,9,0
pe25550,4990,4,2,1,23,120,0,61,859,12,0
pe25771,35650,21,8,4,77,910,4,365,9424,61,9
pe25798,10252,4,2,1,97,251,1,80,1023,10,1
pe25810,15521,7,3,0,47,364,1,117,2362,11,2
pe25836,13807,11,2,3,61,378,1,251,6536,17,1
pe25879,3713,1,0,0,8,35,0,19,441,2,0
pe25895,24534,18,2,3,155,747,3,409,10195,32,4
pe25577,4117,7,0,0,20,118,1,41,1045,1,1
pe25593,19472,18,7,1,45,615,2,287,5927,20,0
pe25615,18056,19,6,2,101,590,2,229,4683,16,1
pe25658,9531,17,4,2,16,295,3,168,3088,6,3
pe25674,6724,3,3,1,32,152,1,126,4567,0,2
pe25690,16519,15,4,3,59,323,1,130,2108,16,3
pe25712,13915,11,4,2,25,339,1,127,3213,11,2
pe25631,11311,8,3,1,15,232,1,113,1630,11,3
pe25739,38450,49,18,5,279,1493,16,1323,21834,77,16
pe25755,8020,7,3,0,17,236,0,122,2236,10,2
pe25917,13052,4,2,1,53,247,0,85,2368,14,1
pe25933,5985,9,1,1,31,267,0,64,1531,4,0
pe25950,11169,3,1,0,31,191,2,114,1480,7,2
pe23280,9254,3,1,0,50,208,0,183,4298,7,1
pe25992,9425,11,3,1,31,311,1,181,6777,17,0
pe26018,3870,1,0,0,6,79,1,41,696,0,0
pe26034,6081,1,0,0,19,133,0,40,460,2,0
pe26050,21021,10,7,5,71,739,1,570,9534,45,7
pe26077,14495,15,3,2,71,582,4,228,11140,16,1
pe26093,6093,7,1,2,26,135,0,114,2456,8,2
pe26115,12247,15,2,3,191,414,0,144,3666,20,2
pe26131,7475,2,1,0,11,210,1,116,1163,10,1
pe26158,9516,10,3,1,116,226,0,110,1713,8,3
pe26174,5347,1,0,0,23,121,1,19,753,3,0
pe26190,8615,2,1,0,28,303,0,74,1658,5,1
pe26212,5269,8,1,0,38,117,0,44,604,5,1
pe23086,4693,10,4,0,34,123,0,67,1013,2,0
pe26239,8663,4,2,0,51,247,0,120,3395,11,0
pe26255,10797,9,1,1,36,317,3,235,4846,21,3
pe26271,45849,43,17,5,250,1807,14,1665,30453,95,15
pe23060,5064,2,4,1,88,151,2,98,1948,1,0
pe23078,10823,6,2,0,36,255,0,130,3544,2,0
pe23094,17736,17,7,2,50,371,1,166,4394,43,1
pi12327,4647,4,0,0,10,138,1,48,448,4,0
pi10014,3135,1,2,0,16,90,0,78,542,3,0
pi12319,3648,4,3,0,54,122,1,61,979,6,0
pi10022,2665,3,0,0,17,87,0,30,587,1,0
pi10057,8253,4,3,2,75,294,0,175,1442,7,1
pi10073,22770,13,5,1,184,664,1,542,3984,25,5
pi12084,2826,2,1,0,30,47,1,55,545,4,0
pi10090,9683,6,1,1,79,257,1,163,1537,7,0
pi10111,4092,1,0,2,21,101,0,92,853,2,1
pi10154,1626,0,0,0,18,44,2,38,586,2,0
pi10138,4814,3,1,0,17,117,1,66,582,2,0
pi10170,3618,6,2,0,23,79,0,39,564,0,0
pi12734,2633,1,2,0,27,67,1,17,456,7,0
pi10197,2696,1,0,0,30,81,0,75,409,1,0
pi12106,4316,6,0,0,41,140,0,54,443,2,0
pi10219,5165,2,2,2,63,192,1,178,1392,3,0
pi10049,5675,1,1,1,35,172,2,118,2210,0,2
pi10600,2111,0,1,0,11,70,0,18,328,0,0
pi10235,20919,17,4,0,154,643,3,556,5229,18,5
pi10251,1987,0,0,0,21,52,0,60,450,4,0
pi10278,3229,0,2,0,20,98,2,80,1038,3,0
pi10294,11708,13,3,0,130,305,3,372,3347,15,3
pi10626,2310,4,0,1,41,195,0,43,321,3,0
pi12335,2038,0,0,0,14,77,0,40,329,0,1
pi10316,6277,5,2,0,61,174,0,133,814,6,2
pi10332,2740,1,3,0,36,105,0,60,739,2,0
pi12122,3881,3,0,0,41,92,0,33,317,2,0
pi10669,3817,3,1,0,42,163,3,66,769,2,2
pi10359,3438,8,1,0,25,85,1,78,807,4,1
pi10375,10360,7,1,0,79,419,3,279,4165,14,1
pi10065,3850,0,0,0,20,104,0,69,908,1,0
pi10081,3526,4,1,0,17,64,0,62,254,2,2
pi12149,3412,2,1,0,16,102,0,62,495,1,1
pi10006,4716,2,2,0,50,118,0,64,811,8,2
pi10642,2743,0,0,0,8,26,0,22,252,1,0
pi10391,9592,10,2,0,77,291,2,162,3089,5,1
pi10103,4640,2,1,9,20,160,1,59,533,1,0
pi10120,5938,7,1,2,50,187,2,121,681,4,0
pi12343,2280,3,0,0,43,69,0,38,313,2,1
pi12572,4368,2,0,0,33,142,0,48,990,1,0
pi10146,3448,1,0,0,9,189,1,49,549,4,0
pi10413,3635,3,0,1,16,47,0,31,265,0,0
pi12351,3174,5,0,0,34,54,1,25,328,1,0
pi10723,3279,2,3,3,24,112,1,43,396,0,2
pi10740,3232,5,2,0,31,71,0,84,649,11,0
pi10430,20533,18,9,0,171,904,2,561,5936,42,7
pi10162,2136,1,1,0,10,63,0,32,348,1,0
pi10456,9073,8,2,0,63,275,1,235,1998,10,1
pi10472,6155,8,2,1,61,280,0,97,1070,2,0
pi10707,2730,1,0,0,13,41,0,17,212,0,0
pi10499,5319,5,2,2,77,114,1,72,736,4,1
pi12670,2998,2,0,0,28,113,1,43,761,7,0
pi12165,3257,2,0,0,12,103,0,49,355,1,0
pi10510,8914,6,1,0,79,358,0,143,2433,11,1
pi12688,3560,3,0,0,36,148,1,79,571,2,0
pi10537,12642,6,5,1,123,411,3,218,3113,7,0
pi12360,2902,0,1,0,10,60,0,41,310,3,2
pi12696,3758,5,2,0,23,99,0,33,304,0,0
pi10189,3435,0,1,0,23,116,0,89,706,3,0
pi10200,3207,1,2,0,16,84,0,42,732,2,1
pi10227,3907,3,1,1,24,88,2,49,547,3,1
pi10553,2968,11,1,0,25,86,0,86,464,5,0
pi10243,3579,7,1,0,18,61,0,48,285,5,1
pi10570,11012,8,1,1,101,378,1,363,3570,4,3
pi10596,3478,6,1,1,49,79,0,61,553,3,0
pi10618,4773,3,0,1,19,103,1,76,1026,4,0
pi10634,5095,2,0,0,27,119,0,136,1456,4,0
pi10766,3492,4,0,0,10,70,0,59,644,1,1
pi12181,3371,1,0,0,6,57,0,27,278,1,2
pi12580,3390,1,0,0,8,65,0,69,484,1,0
pi10650,7385,6,1,0,75,197,0,215,1879,7,0
pi12297,4214,6,1,0,42,94,1,50,421,5,1
pi10677,4177,1,0,3,18,150,2,60,837,8,0
pi10685,5273,1,2,0,45,122,1,44,447,2,0
pi11410,2804,3,0,2,5,94,1,20,330,0,0
pi10693,7974,7,1,0,87,227,2,122,1100,7,1
pi10715,2217,0,1,0,8,73,0,49,444,0,0
pi10731,16567,6,5,0,127,534,4,416,5302,18,0
pi10260,3310,0,0,0,10,45,1,24,229,1,0
pi10758,2525,0,1,0,13,75,2,41,446,1,0
pi12637,1622,3,0,0,12,47,0,11,195,1,1
pi10774,25485,19,4,3,137,1146,5,696,7249,47,12
pi10790,2783,2,1,0,22,66,0,36,342,4,0
pi10812,2863,0,0,0,23,141,0,60,440,0,0
pi12378,1762,6,0,0,31,65,0,33,278,0,0
pi10839,4498,9,1,1,33,180,1,87,760,12,1
pi10855,5857,4,1,0,41,233,1,58,1276,7,1
pi10782,4138,3,0,0,33,138,3,36,617,4,0
pi10871,4997,5,3,2,45,110,1,90,1020,1,1
pi10898,4828,2,1,0,30,168,2,79,1064,4,0
pi10804,2966,0,0,1,24,24,0,24,180,0,0
pi10910,2701,2,2,0,13,86,0,44,544,4,0
pi10820,5350,3,1,0,40,142,2,137,1084,2,0
pi10936,7818,5,2,0,68,226,1,128,1362,8,0
pi10952,5007,2,0,0,33,119,1,67,597,3,1
pi10979,4322,1,2,0,24,97,0,65,348,3,0
pi10995,6033,4,1,0,73,176,2,45,1078,4,0
pi11010,5129,6,3,1,64,170,1,115,1141,3,0
pi10286,3538,4,0,0,11,107,2,58,522,4,0
pi11037,7744,7,1,1,55,274,5,157,1402,13,0
pi10308,2655,1,1,0,37,77,0,49,601,2,0
pi12394,4332,0,1,0,16,122,0,61,643,3,1
pi11053,2867,2,1,0,12,75,0,41,604,0,0
pi11070,6789,4,1,0,55,127,1,110,1835,1,0
pi12408,3035,4,0,2,35,65,0,55,563,0,0
pi11096,22907,11,6,1,146,635,5,501,3279,23,4
pi12386,2236,1,0,1,30,64,1,36,331,3,0
pi12416,3458,3,1,1,23,136,0,90,693,7,3
pi10847,3240,2,1,1,9,69,1,62,364,0,0
pi12203,2997,2,0,0,36,103,0,72,343,0,0
pi10324,5495,3,1,0,19,154,0,102,744,3,0
pi10863,3633,1,1,0,14,140,0,55,591,3,1
pi10340,3053,4,1,0,15,45,0,38,324,7,0
pi12424,2838,2,1,0,21,66,1,114,626,3,0
pi12220,2907,3,1,0,42,75,2,54,447,0,0
pi12432,1965,0,0,0,15,49,0,33,368,2,0
pi11118,2846,0,0,0,25,67,2,25,432,4,1
pi11134,15253,6,5,0,109,583,3,348,3736,11,0
pi11150,11578,8,2,0,77,296,1,180,2907,6,3
pi12440,3744,5,1,0,20,69,0,62,716,1,1
pi11177,3011,0,0,1,13,90,0,46,462,0,1
pi10367,4486,2,1,1,63,184,0,78,1261,3,0
pi11193,2174,0,1,0,17,94,0,37,773,1,0
pi12467,3945,6,0,0,35,186,0,76,288,6,2
pi11215,4928,5,2,0,39,114,0,104,1143,5,0
pi11231,15013,17,4,0,193,527,4,262,2531,12,3
pi11258,903,1,0,0,14,33,0,22,350,1,0
pi12246,3269,5,0,0,47,137,1,62,1259,2,1
pi11274,6545,2,0,0,37,173,1,170,1302,3,2
pi11290,4709,8,2,0,44,156,2,59,626,3,1
pi11312,5680,2,2,1,32,123,0,121,886,6,0
pi10880,2225,1,2,0,26,70,0,36,392,0,2
pi12459,3301,2,0,0,22,60,0,58,625,0,1
pi12475,3525,1,1,0,23,126,0,114,733,2,0
pi11339,4412,1,1,0,18,70,3,69,430,2,1
pi12726,7137,1,0,0,46,161,1,166,1537,2,1
pi10928,3855,2,0,0,22,87,0,47,498,4,1
pi11355,5151,3,0,1,78,122,1,81,1106,1,1
pi10960,2942,0,0,0,16,65,0,28,222,2,0
pi11371,3359,3,0,0,15,80,0,52,345,2,0
pi10901,3086,4,1,0,14,85,0,53,394,0,0
pi11398,17737,7,2,1,145,563,1,267,4566,25,4
pi12483,1447,2,0,0,12,56,0,33,280,0,0
pi11436,3842,1,2,3,24,125,1,64,686,2,2
pi11452,2183,0,0,0,52,89,0,71,710,1,1
pi12262,2057,2,0,1,32,59,1,42,358,2,0
pi11479,2654,2,0,0,25,92,0,82,697,3,0
pi11495,8267,3,0,1,47,170,0,133,1214,5,1
pi10944,2716,1,0,0,35,80,0,30,454,1,0
pi11517,4577,1,3,1,24,78,0,91,716,1,2
pi11533,55488,44,15,8,519,3248,10,2519,26362,146,28
pi10405,2219,1,0,0,11,27,0,23,601,3,0
pi10383,3556,1,0,0,39,105,1,59,413,4,0
pi12718,3297,4,0,0,38,84,2,72,515,1,0
pi11550,10490,13,2,0,66,322,2,112,1711,12,1
pi12289,2492,5,2,0,25,45,0,29,242,3,1
pi11576,17672,11,6,4,176,790,5,401,4900,22,3
pi12491,1552,3,0,0,15,51,0,13,638,3,1
pi11592,31183,17,8,4,194,1417,2,575,10134,70,8
pi11614,5589,8,1,0,68,188,0,60,1091,5,0
pi11630,9375,7,5,3,77,334,3,73,1321,5,0
pi11657,14425,6,3,1,98,392,1,253,3650,32,2
pi11673,27351,22,8,4,183,1142,8,579,8085,37,3
pi11690,5291,5,1,0,44,151,0,49,1207,4,0
pi12599,1209,0,0,0,19,43,0,31,279,1,1
pi11711,2209,3,0,0,19,44,0,35,310,0,0
pi10421,4792,4,2,0,48,135,1,40,607,2,0
pi11738,3558,6,4,1,27,113,0,140,1180,1,1
pi11754,8526,8,1,0,49,200,2,147,1196,6,1
pi12300,2846,2,0,0,26,46,0,48,299,0,0
pi12602,2331,6,0,0,21,58,0,23,334,1,0
pi11770,3063,2,0,0,31,70,0,60,876,2,1
pi11797,3406,3,0,0,13,74,0,50,495,1,0
pi11819,3770,3,0,0,22,93,1,31,518,2,1
pi10448,2143,2,0,0,16,72,0,41,379,4,1
pi11835,2961,3,1,0,32,88,1,61,853,2,2
pi11851,2906,3,0,0,28,99,0,43,895,3,1
pi10464,2531,1,0,0,33,78,0,32,691,0,0
pi10480,2671,2,0,0,24,62,1,60,442,0,2
pi11878,3698,0,1,0,26,163,0,32,793,6,2
pi12653,1262,2,0,0,6,16,0,11,216,4,0
pi11894,2330,1,1,0,7,39,1,7,344,4,0
pi12041,2727,2,0,0,9,57,0,81,499,0,0
pi12068,2176,2,0,1,17,53,0,25,1018,2,0
pi10545,5811,2,1,0,30,181,0,78,967,8,1
pi12157,6451,4,2,1,58,255,0,110,1030,11,1
pi12130,7476,8,3,3,26,195,0,121,1127,13,2
pi12173,2523,3,0,1,47,105,2,43,510,1,1
pi12513,4247,4,1,0,22,128,2,51,697,3,1
pi10502,2903,1,1,0,3,62,1,36,216,0,0
pi12505,2812,4,0,0,59,191,2,46,640,5,0
pi11932,3104,6,0,0,40,106,0,59,1090,1,0
pi11916,2163,1,0,0,21,131,0,53,566,2,0
pi12610,1589,1,0,0,3,52,0,39,348,0,0
pi11959,2611,4,0,0,30,126,0,58,730,6,0
pi10529,3328,7,1,0,27,111,0,83,501,2,0
pi12017,1983,1,0,0,9,62,0,25,303,0,0
pi12033,3882,3,1,0,22,41,0,46,602,0,0
pi11088,3242,0,0,0,11,90,0,39,422,2,0
pi12009,3127,1,0,0,33,123,0,27,539,0,0
pi11975,4026,7,1,0,20,135,1,108,782,3,0
pi12025,2530,0,1,0,28,55,1,23,422,0,0
pi10987,3964,2,0,0,44,69,0,60,1338,0,0
pi11991,9220,5,1,3,77,318,1,141,2075,14,3
pi12050,2885,1,1,0,29,131,0,40,1170,3,0
pi10561,3555,4,0,0,16,97,1,57,286,0,0
pi12629,1908,0,0,1,9,71,0,21,267,1,0
pi12661,1480,0,0,0,7,37,0,31,378,0,0
pi12700,2003,0,1,0,11,36,0,15,206,1,0
pi12076,9311,7,3,0,67,254,3,126,1352,10,1
pi12092,6635,2,0,1,75,229,3,127,1653,11,0
pi12114,17355,10,6,1,96,446,2,214,2830,8,4
pi12530,1694,1,1,0,12,65,0,18,257,0,0
pi12521,1518,3,0,0,16,43,1,45,274,3,0
pi12190,301309,237,153,46,3437,19831,126,18165,138320,1358,154
pi12211,22208,17,7,2,197,717,6,513,5340,16,3
pi12238,9581,6,2,0,71,346,0,247,3682,6,0
pi12254,9953,7,0,1,109,377,1,174,2321,4,1
pi12556,2174,0,1,0,10,59,0,39,279,0,0
pi12548,1873,2,1,0,15,96,0,34,369,1,0
pi10588,3219,3,0,0,15,75,0,36,303,2,1
pi12270,2315,2,3,0,45,70,0,34,454,1,1
pi12564,2665,5,0,0,35,64,0,17,574,0,1
pi10030,8835,6,3,0,42,263,1,145,3041,12,1
pr74012,1867,2,1,2,12,71,0,120,2329,7,0
pr74039,2414,6,0,0,10,49,0,86,1379,7,0
pr74055,2377,3,0,1,39,96,0,218,3608,21,0
pr74071,23050,46,35,9,436,1796,13,2979,28400,230,23
pr84557,1391,1,0,0,7,57,0,109,995,0,0
pr74098,3509,4,4,2,33,150,0,282,4030,15,3
pr74926,935,2,0,1,7,40,1,67,1138,4,0
pr74110,2796,1,2,0,19,123,1,142,2451,16,0
pr79510,3501,5,3,2,45,220,0,438,6813,22,0
pr74136,2124,1,0,0,21,60,0,128,3047,6,1
pr74152,1570,0,0,0,8,47,1,102,1375,5,1
pr74179,6687,7,0,3,33,211,2,300,4609,33,2
pr74101,1049,0,0,0,10,58,1,87,922,2,0
pr74195,4972,11,2,1,42,271,2,378,6589,27,2
pr74217,3817,16,6,1,71,228,2,491,6765,31,3
pr74233,2403,8,0,0,42,120,0,293,2242,15,0
pr74250,20168,64,23,11,385,2035,12,3337,45398,362,11
pr74276,14401,49,18,11,303,1474,6,2431,45033,264,21
pr74292,4601,12,6,2,56,296,1,491,8864,31,2
pr75108,1349,3,0,0,11,48,0,92,1045,5,0
pr74314,3423,6,2,0,37,150,1,342,4680,16,1
pr74357,35403,79,43,11,677,2774,19,4321,37999,472,38
pr75086,1040,1,0,0,4,30,0,73,716,4,0
pr74373,2597,6,3,1,34,202,0,444,6066,23,0
pr79537,7231,21,3,1,76,385,4,695,12632,52,3
pr74390,4104,12,8,2,44,265,1,475,10530,56,1
pr74411,1128,1,1,0,8,32,0,138,1544,2,1
pr74438,3346,7,5,1,67,227,2,345,5077,30,2
pr74454,5338,8,8,5,54,277,1,582,12543,30,3
pr74470,2822,0,1,0,43,125,1,220,3215,8,5
pr74519,985,1,1,0,5,53,0,66,970,5,0
pr74497,2674,4,0,1,15,84,3,124,2990,19,0
pr75124,1413,1,0,0,8,41,0,53,899,4,0
pr74535,3480,6,3,2,28,163,2,337,5479,16,2
pr74551,5378,9,1,1,46,185,0,299,3737,19,3
pr74578,851,3,1,0,5,35,0,83,2044,2,1
pr74144,1200,1,0,0,8,31,0,62,636,2,0
pr75140,2437,0,1,1,24,87,0,152,1357,5,0
pr79812,2534,1,2,0,8,93,2,201,2408,9,1
pr74594,2990,5,2,0,55,183,0,332,3684,15,2
pr75167,1658,2,0,0,3,42,0,51,1165,1,0
pr74616,2138,2,0,0,13,90,0,167,1681,4,0
pr74160,914,2,1,0,8,37,0,61,1428,7,0
pr74632,2051,8,1,0,20,75,0,191,2752,13,0
pr79839,1577,2,0,1,13,68,0,96,1736,4,1
pr74187,1307,1,0,1,4,36,0,63,1009,5,1
pr74659,1016,0,0,0,4,16,0,56,696,1,0
pr79855,3346,7,3,2,23,206,2,292,6502,32,1
pr74209,1234,1,1,0,8,47,0,123,1759,9,0
pr74675,1774,7,0,4,18,126,0,241,3273,16,1
pr74691,5128,13,3,1,54,291,5,454,7432,26,2
pr74730,1710,4,3,1,22,96,0,196,2872,11,1
pr74713,16512,56,25,14,330,1624,8,3003,35256,276,28
pr74756,3682,5,5,0,38,149,3,461,4740,41,2
pr75183,1750,0,2,0,10,51,0,79,859,1,0
pr74772,9482,24,10,7,172,637,2,1098,14279,132,8
pr74780,1489,2,0,0,8,42,0,102,1219,6,1
pr74799,1776,1,1,2,33,86,0,246,2770,14,3
pr74810,23731,73,28,17,499,1953,23,3783,40538,485,20
pr75205,6463,14,9,2,101,416,3,723,7959,80,6
pr74837,19738,33,18,5,268,1453,7,2603,29544,261,11
pr74225,5035,8,2,1,34,132,1,237,3607,15,1
pr84514,3929,7,0,0,12,126,2,179,2586,9,0
pr74870,5737,5,1,2,36,178,1,420,5671,41,0
pr74896,4121,7,1,1,9,155,3,283,4547,17,4
pr75221,3601,16,7,4,125,403,3,707,8167,45,3
pr74918,3392,7,1,0,33,157,0,288,4840,22,2
pr74934,58872,134,70,27,939,5075,28,7719,110246,1249,56
pr74950,14885,41,9,5,310,1181,9,2267,23547,156,13
pr74977,2285,4,0,2,20,87,0,148,2773,25,0
pr74993,3744,5,2,0,11,116,1,141,2515,8,0
pr75019,5588,1,2,1,43,150,2,382,3831,110,2
pr75035,5624,7,2,2,38,195,0,379,6856,35,0
pr75051,11573,41,16,9,172,1063,6,1790,29090,148,5
pr75078,3030,4,1,3,19,79,1,223,3439,13,3
pr75094,4942,2,0,2,32,136,1,272,4542,12,0
pr75132,45132,89,57,21,869,3766,27,6447,64155,660,56
pr75159,6429,10,2,3,47,302,2,559,6809,28,1
pr75175,2867,2,1,0,21,73,0,169,1829,11,0
pr75191,1086,1,2,0,9,60,0,78,1053,6,0
pr75213,4153,5,1,0,69,238,1,537,5161,28,2
pr75230,3633,11,2,5,41,221,4,374,6762,39,1
pr75256,9379,26,7,11,169,684,5,1331,15591,108,6
pr75248,2383,0,0,0,8,56,0,70,1356,0,0
pr75272,6480,8,3,2,42,292,0,433,6546,49,2
pr75280,1358,5,1,1,10,76,1,143,1090,7,0
pr75337,4237,33,1,2,79,327,2,605,5320,28,0
pr74241,1598,0,0,0,5,51,0,68,1194,10,0
pr75299,4627,11,1,2,38,212,0,377,7255,35,3
pr75310,1776,1,0,0,10,63,0,85,1144,4,0
pr75264,827,6,0,0,12,33,0,90,1129,7,0
pr75353,348166,945,864,290,7131,45827,343,77515,612309,14077,587
pr75370,3399,6,2,1,38,159,0,307,3727,24,2
pr74853,3842,17,1,0,54,187,4,337,4339,23,4
pr79570,1669,9,2,2,28,147,0,202,4921,13,0
pr75400,1718,2,1,0,7,55,0,94,1066,12,0
pr75396,1433,0,0,0,8,44,0,96,1765,13,0
pr74268,1201,1,1,0,6,21,0,67,1137,1,0
pr75418,12522,13,4,2,75,465,1,572,12240,100,1
pr84654,1898,5,1,0,11,62,0,155,3083,13,2
pr75434,1321,1,3,0,19,79,0,177,2367,8,1
pr74942,2113,4,2,0,12,53,1,147,1452,5,1
pr75477,3101,3,2,0,17,143,1,313,4485,16,0
pr74284,771,0,0,0,6,24,0,66,2159,12,0
pr75450,2404,1,2,2,8,77,1,145,1701,9,1
pr75302,501,0,0,0,1,28,0,50,981,1,1
pr75329,1278,0,2,0,7,66,0,62,1795,5,1
pr74306,1066,1,0,0,8,40,0,55,1026,3,1
pr75493,2744,4,0,0,48,221,1,326,6007,29,0
pr74322,24054,49,32,16,441,1910,12,2895,32547,314,39
pr75345,2116,2,1,0,23,101,2,178,1912,5,2
pr84573,2758,1,0,0,14,91,0,158,1800,9,0
pr74349,1917,5,0,0,10,65,1,88,1559,3,0
pr75531,1452,1,1,1,8,57,1,127,1959,10,0
pr75558,2000,4,4,1,16,105,1,207,3202,11,0
pr75574,3940,3,0,3,19,132,1,191,3318,9,1
pr75590,916,2,1,0,4,32,0,85,891,13,0
pr75612,1592,3,0,0,12,92,3,178,2823,15,1
pr75639,50745,100,99,18,572,3932,19,4905,95147,697,58
pr75361,2098,2,1,0,8,48,0,49,1079,2,0
pr79774,1673,2,0,1,9,46,1,108,2695,6,0
pr75655,24595,32,9,7,159,1359,8,1747,25704,269,5
pr75515,1455,1,0,0,7,50,0,135,1347,7,3
pr75671,3472,8,3,0,21,85,0,164,2676,14,1
pr74004,1217,0,0,1,15,34,0,78,719,1,0
pr75698,5706,6,7,0,55,297,0,656,9772,49,3
pr75388,2666,1,0,0,11,80,1,123,1267,3,0
pr79596,1278,2,0,1,10,58,2,139,2209,6,0
pr75736,1689,1,1,0,14,49,0,139,2089,8,0
pr75426,2042,2,0,0,31,87,0,190,2967,7,0
pr75752,1338,1,0,0,11,44,1,94,1440,3,0
pr75779,655,2,0,0,5,29,0,32,823,2,0
pr75795,1245,1,0,0,6,72,0,108,1928,6,1
pr75817,3101,5,2,0,25,137,1,334,4971,29,1
pr75833,47123,62,44,13,515,2441,9,4195,48657,442,26
pr75850,2299,1,1,1,32,81,1,215,2593,9,3
pr75876,6412,7,6,14,106,388,2,848,13350,68,5
pr75710,5649,9,10,2,59,306,1,396,11413,41,3
pr74365,2060,1,1,0,9,29,0,88,1284,0,0
